"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",16,15,17,7,10,19,22,7,15,8,20,6,17,4,4,5,19
"2",17,18,4,5,8,13,3,20,12,14,11,21,19,21,6,20,20
"3",22,10,16,16,4,6,10,12,23,22,22,15,16,23,9,8,6
"4",15,3,6,4,7,2,23,10,5,9,10,14,8,16,20,6,5
"5",20,1,8,12,22,11,4,1,10,13,14,2,18,2,11,14,1
"6",5,6,3,6,16,4,15,15,21,19,19,8,13,7,15,17,22
"7",9,23,12,15,1,8,20,2,1,15,17,11,22,13,16,23,14
"8",3,17,2,21,11,17,17,8,8,20,5,7,12,20,5,13,3
"9",11,22,5,10,18,5,8,3,22,3,2,13,10,12,2,3,11
"10",8,4,14,13,20,21,21,17,19,6,8,17,21,17,8,18,7
"11",7,2,9,19,2,14,14,18,13,16,12,16,1,1,1,2,13
"12",18,12,1,17,15,16,13,6,14,5,21,20,3,10,22,22,8
"13",21,13,18,8,19,7,18,11,4,21,3,19,5,6,7,16,15
"14",6,8,19,3,3,12,11,4,17,4,6,3,4,22,12,15,16
"15",13,7,20,22,13,3,6,21,6,7,18,5,9,14,3,21,10
"16",4,19,23,9,9,10,16,22,9,1,16,23,14,8,13,9,2
"17",2,14,15,23,12,1,2,9,16,10,7,18,20,3,21,12,17
"18",19,20,10,20,21,9,19,19,18,11,13,4,6,19,18,7,18
"19",10,5,22,14,17,18,7,5,7,18,15,22,11,18,17,4,21
"20",1,16,11,1,23,23,1,13,2,12,23,12,2,15,10,10,12
"21",14,21,21,11,6,20,5,14,20,17,9,9,7,5,19,19,4
"22",12,11,13,2,14,15,12,23,11,23,1,1,23,11,23,1,9
"23",23,9,7,18,5,22,9,16,3,2,4,10,15,9,14,11,23
