"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",21,7,17,19,2,21,19,9,9,12,9,17,10,22,2,9,21,9,6
"2",3,10,6,18,3,10,4,8,13,20,3,3,4,16,7,5,5,16,13
"3",9,8,11,13,9,16,2,5,17,21,21,21,22,18,16,20,20,11,19
"4",15,4,5,5,8,22,7,23,22,14,1,16,9,3,18,13,11,5,12
"5",18,19,7,3,20,18,15,3,14,9,8,5,6,20,19,12,19,17,18
"6",2,5,22,10,15,9,17,4,21,7,2,6,17,12,9,18,17,6,7
"7",12,23,1,11,6,6,13,12,2,23,11,11,2,9,14,22,23,7,1
"8",5,17,12,14,4,11,16,19,4,6,4,20,19,5,17,6,18,20,17
"9",10,21,19,23,17,20,22,16,16,18,5,14,11,10,12,23,4,14,22
"10",22,13,20,7,18,4,5,7,10,19,6,18,18,7,20,8,8,15,5
"11",4,12,2,12,23,23,12,1,1,10,23,15,14,6,1,10,1,12,11
"12",11,11,18,8,19,8,1,20,15,5,14,13,3,8,3,3,22,8,21
"13",7,20,21,4,5,14,9,18,18,11,20,7,15,21,15,7,3,10,3
"14",16,3,23,1,10,12,11,11,5,8,12,23,1,15,10,21,2,23,15
"15",20,18,8,15,14,15,3,21,6,4,7,10,20,17,5,19,7,4,9
"16",14,16,10,20,11,7,18,6,20,3,17,22,5,13,22,4,6,3,10
"17",17,2,3,22,21,13,14,17,19,16,13,12,21,14,11,2,16,22,2
"18",1,15,9,6,16,3,20,22,11,17,19,19,8,19,6,16,14,19,8
"19",8,9,16,21,13,19,6,13,8,2,18,2,7,4,21,17,15,18,4
"20",19,22,15,17,7,2,8,2,23,13,16,9,13,2,4,15,13,21,16
"21",6,1,14,16,22,1,10,14,3,15,10,8,12,23,23,11,10,1,20
"22",13,14,13,2,12,17,23,10,7,22,15,1,23,1,8,1,12,2,14
"23",23,6,4,9,1,5,21,15,12,1,22,4,16,11,13,14,9,13,23
