"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",16,7,8,22,4,21,3,11,6,8,10,21,17,7
"2",21,2,12,3,5,13,22,9,22,15,13,15,20,19
"3",14,18,11,1,14,6,1,7,9,1,23,8,18,13
"4",22,12,22,19,23,17,6,6,11,14,5,4,15,17
"5",1,20,20,4,11,9,4,12,17,19,9,22,10,18
"6",7,1,13,15,20,1,2,23,10,12,11,16,1,10
"7",4,3,19,18,13,11,17,14,16,3,7,6,21,4
"8",19,21,15,12,10,12,23,1,5,7,8,2,3,9
"9",6,15,23,16,7,15,14,8,1,16,22,17,11,2
"10",3,19,10,23,3,19,20,18,13,13,16,9,4,16
"11",17,23,9,20,17,7,9,17,23,17,1,12,12,3
"12",18,4,3,17,12,10,8,13,3,20,19,7,5,22
"13",10,11,14,11,9,18,5,21,21,23,20,1,19,8
"14",23,9,21,7,2,3,10,16,14,5,17,11,7,5
"15",5,6,5,10,8,16,7,4,19,2,2,13,6,15
"16",8,13,7,5,6,4,15,20,2,10,4,3,13,20
"17",15,5,18,6,15,20,19,19,8,21,3,19,8,12
"18",13,14,1,2,19,23,13,10,18,11,12,5,2,1
"19",11,10,16,21,16,5,18,2,20,9,18,20,9,21
"20",2,8,6,8,22,8,21,5,7,18,15,10,16,6
"21",12,17,2,14,1,2,12,3,12,22,6,18,23,11
"22",9,22,17,9,18,22,11,15,4,6,14,14,22,23
"23",20,16,4,13,21,14,16,22,15,4,21,23,14,14
