"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",17,19,5,17,7,7,8,14,19,2
"2",15,10,1,12,19,13,23,11,7,1
"3",4,4,4,14,10,5,7,3,4,14
"4",14,16,7,2,14,21,5,19,5,7
"5",1,12,8,20,1,12,2,16,9,18
"6",19,7,6,19,15,20,20,6,17,19
"7",18,21,15,8,22,15,3,2,12,16
"8",8,6,11,5,17,9,1,7,18,4
"9",22,13,21,11,3,18,10,8,2,5
"10",20,8,19,18,18,4,6,20,10,9
"11",9,14,3,10,21,3,11,21,15,22
"12",21,22,12,15,9,10,17,22,6,21
"13",12,17,13,22,5,2,19,1,11,6
"14",2,15,20,16,20,11,16,5,20,8
"15",6,18,22,7,16,6,21,13,3,17
"16",3,3,14,9,11,19,18,23,13,3
"17",11,1,10,23,23,16,13,15,1,11
"18",16,5,17,4,2,8,22,18,16,12
"19",23,11,9,1,12,1,14,10,23,15
"20",5,23,2,6,4,17,15,9,14,10
"21",10,9,18,3,8,22,12,4,8,23
"22",7,20,16,21,13,23,9,17,22,13
"23",13,2,23,13,6,14,4,12,21,20
