"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",9,8,11,6,12,1,7,2,23
"2",18,15,17,13,21,2,2,19,11
"3",13,20,9,19,23,14,15,1,8
"4",20,23,15,10,7,12,6,7,1
"5",21,18,8,18,10,8,20,23,14
"6",12,3,21,9,5,13,3,22,17
"7",8,7,14,15,18,21,16,21,2
"8",19,4,5,8,16,17,23,9,15
"9",22,10,12,21,19,20,5,12,21
"10",6,16,16,23,1,16,13,8,18
"11",23,5,13,3,2,6,14,14,9
"12",4,11,6,1,22,11,12,20,19
"13",1,14,10,7,6,15,21,18,6
"14",15,2,2,22,13,10,9,17,5
"15",14,19,19,5,14,19,18,16,22
"16",5,1,18,11,20,9,19,4,12
"17",17,12,22,2,11,22,11,3,7
"18",7,17,4,4,17,7,4,10,4
"19",2,22,23,16,15,5,10,13,16
"20",16,13,3,14,4,4,17,5,20
"21",10,21,1,12,3,23,8,15,13
"22",11,9,20,20,8,3,22,11,3
"23",3,6,7,17,9,18,1,6,10
