"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",10,10,12,6,20,22,18,19,21,18,5
"2",4,16,21,4,12,18,16,7,19,3,9
"3",21,11,14,22,15,23,5,12,2,4,14
"4",13,7,2,18,14,3,15,21,23,6,13
"5",16,4,4,5,17,17,22,9,6,12,20
"6",11,8,22,17,5,20,14,1,5,17,16
"7",2,12,6,10,1,6,23,13,17,20,15
"8",9,2,9,2,2,16,1,16,11,5,12
"9",1,3,18,16,23,13,12,15,15,10,23
"10",3,13,1,15,16,14,3,4,8,19,7
"11",23,5,11,13,8,2,4,8,20,15,18
"12",7,21,5,20,7,21,9,10,16,11,1
"13",14,20,15,7,4,12,7,3,22,7,21
"14",5,6,17,8,11,5,6,22,4,13,2
"15",17,19,23,19,18,9,2,17,18,14,10
"16",20,18,3,3,6,10,13,14,1,16,8
"17",8,23,13,12,19,1,20,5,3,9,11
"18",18,22,8,11,13,19,10,23,12,23,22
"19",22,14,19,14,3,15,21,20,10,8,4
"20",6,17,10,21,9,8,17,18,7,1,19
"21",12,15,20,1,21,4,8,11,9,21,17
"22",19,9,7,9,22,7,11,2,13,2,3
"23",15,1,16,23,10,11,19,6,14,22,6
