"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",2,15,22,5,18,18,18,14,7,17,5,10,22,12,16,21,17,10,8,3,4
"2",15,1,5,3,8,16,2,13,9,13,9,23,2,1,13,7,19,14,6,15,3
"3",18,10,10,13,5,19,19,22,21,20,6,9,15,10,19,4,10,4,20,21,7
"4",9,8,8,10,2,17,10,1,2,21,1,1,11,20,7,15,7,12,2,13,18
"5",21,19,21,4,7,7,7,5,8,18,12,13,20,7,4,11,5,18,22,18,9
"6",16,22,7,9,13,3,20,20,14,6,2,8,14,4,6,18,22,21,10,14,17
"7",11,12,15,17,21,20,5,16,3,4,3,20,10,6,22,12,8,23,23,9,15
"8",14,20,16,19,6,15,8,8,13,22,16,7,4,3,18,20,20,6,15,7,20
"9",13,14,14,11,1,13,13,17,1,5,22,14,13,23,2,1,23,9,17,6,2
"10",17,2,6,6,9,14,16,11,16,9,13,17,21,21,21,22,6,16,18,5,22
"11",4,21,3,18,4,6,4,18,6,10,14,18,17,17,20,17,11,7,7,20,11
"12",19,9,17,21,23,1,1,15,12,14,11,4,23,22,12,2,16,13,12,16,23
"13",12,7,23,23,12,23,15,23,11,12,23,12,5,11,1,23,1,15,9,23,14
"14",6,5,4,8,20,8,3,19,18,19,19,5,9,9,5,16,12,11,21,2,10
"15",8,18,18,2,11,11,6,21,23,1,8,11,7,15,11,8,4,3,5,8,21
"16",22,13,1,20,16,22,12,2,15,8,10,15,18,8,3,9,14,1,4,1,13
"17",7,16,2,22,10,5,17,7,10,11,7,6,3,14,14,3,2,19,16,4,5
"18",5,3,19,15,3,10,14,10,20,3,18,3,19,5,17,10,15,22,3,12,8
"19",23,11,11,1,19,9,21,6,4,2,20,2,1,13,23,13,13,8,11,19,12
"20",20,23,13,16,22,12,23,12,19,23,15,21,8,19,10,14,9,17,1,11,1
"21",10,4,20,14,15,4,11,3,17,7,4,19,6,18,9,19,18,5,19,17,6
"22",1,6,12,12,14,2,22,9,5,16,17,22,16,2,8,6,3,2,13,10,19
"23",3,17,9,7,17,21,9,4,22,15,21,16,12,16,15,5,21,20,14,22,16
