"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",7,20,11,16,9,3,15,23
"2",19,10,5,23,13,5,19,16
"3",8,1,10,6,14,18,7,2
"4",1,7,7,13,4,7,8,18
"5",13,19,17,21,17,19,23,12
"6",17,5,13,20,10,13,1,21
"7",2,3,21,18,15,10,16,10
"8",12,15,3,12,18,1,2,7
"9",10,18,4,7,1,11,22,15
"10",23,13,8,14,23,12,17,1
"11",11,9,23,15,21,22,10,17
"12",6,8,12,2,20,4,21,8
"13",14,11,6,1,8,23,4,11
"14",22,2,19,9,7,2,11,13
"15",18,6,15,11,3,20,20,6
"16",9,12,18,22,2,8,5,3
"17",15,4,2,8,19,15,14,22
"18",5,14,20,4,6,17,18,20
"19",21,23,9,17,5,16,9,9
"20",16,21,22,5,12,6,13,4
"21",20,17,16,3,16,9,6,19
"22",3,22,14,10,22,14,3,14
"23",4,16,1,19,11,21,12,5
