"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,1,3,3,2,2,1,3,2
"2",2,3,2,1,1,3,2,2,2
"3",3,3,3,3,2,2,2,2,3
"4",1,3,2,2,3,2,1,2,3
"5",1,1,2,2,3,1,3,1,1
"6",1,2,1,2,2,1,3,3,3
"7",3,1,3,1,3,1,1,2,2
"8",3,3,2,3,1,1,3,3,2
"9",3,1,2,1,2,3,3,2,1
"10",2,1,1,1,3,2,3,2,3
"11",1,2,2,2,3,3,2,1,2
"12",1,2,3,3,3,1,1,2,1
"13",2,3,2,1,2,1,1,1,3
"14",1,2,1,3,1,3,3,2,1
"15",2,2,2,3,1,1,1,2,3
"16",1,1,1,2,2,3,1,2,2
"17",1,3,1,3,1,1,2,1,2
"18",3,2,2,3,3,2,2,3,1
"19",2,3,3,2,1,3,1,1,1
"20",1,2,3,1,2,3,2,3,3
"21",2,2,1,1,3,1,2,3,2
"22",3,2,3,1,1,1,3,1,3
"23",3,3,1,2,2,1,2,2,1
"24",2,1,2,3,2,2,3,1,2
"25",2,1,3,3,3,3,2,1,3
"26",3,1,1,2,1,2,2,1,3
"27",3,2,1,1,3,2,1,1,2
"28",2,1,3,2,2,1,2,3,1
"29",2,3,1,1,1,2,1,3,1
"30",3,2,1,3,2,3,1,1,1
"31",1,1,2,1,1,2,2,3,1
"32",3,1,2,2,1,3,1,3,3
"33",1,3,3,1,2,2,3,1,1
"34",2,3,1,3,3,3,3,3,3
"35",3,3,3,2,3,3,3,3,2
"36",2,2,3,2,1,2,3,2,2
