"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,2,2,1,3,3,3,3,3,2,2
"2",3,1,3,2,2,1,2,2,3,1,1
"3",2,3,2,3,2,3,1,1,1,1,1
"4",1,1,2,1,3,3,2,2,1,1,2
"5",2,1,3,2,1,1,3,3,1,2,1
"6",1,2,3,3,1,1,2,3,1,2,2
"7",2,3,3,1,2,2,3,3,2,1,3
"8",3,1,2,2,1,2,3,1,2,1,1
"9",2,2,3,1,1,3,2,1,3,1,3
"10",1,3,1,2,1,1,2,2,3,3,3
"11",2,1,2,3,2,2,2,3,3,3,3
"12",1,2,1,2,2,2,3,2,1,1,3
"13",2,2,3,2,3,3,1,2,2,2,3
"14",2,1,1,2,2,3,3,1,3,3,2
"15",2,2,1,1,1,2,2,3,2,3,1
"16",1,1,1,1,1,2,1,1,2,2,3
"17",1,3,2,3,1,3,3,2,2,3,2
"18",1,2,2,1,2,1,1,1,3,3,2
"19",2,2,2,3,1,1,1,2,3,2,1
"20",3,3,2,2,1,3,2,1,1,2,3
"21",3,2,3,3,3,1,3,1,2,3,3
"22",3,3,1,2,3,2,1,3,3,2,2
"23",1,2,1,3,3,3,3,3,3,1,1
"24",2,3,1,3,3,1,2,1,2,1,2
"25",2,1,1,3,3,2,1,2,1,3,1
"26",3,3,1,1,2,1,3,2,2,2,1
"27",3,1,1,3,2,3,2,3,2,2,3
"28",1,1,2,2,3,1,1,3,2,1,3
"29",1,1,3,3,2,2,3,1,1,2,2
"30",2,3,2,1,3,1,3,2,1,3,3
"31",3,3,3,3,1,2,1,2,3,1,2
"32",1,3,3,1,3,2,2,1,3,2,1
"33",3,1,3,1,1,3,1,2,1,3,2
"34",3,2,1,1,2,1,1,3,1,1,2
"35",1,3,3,2,2,3,1,3,2,3,1
"36",3,2,2,2,3,2,2,1,1,3,1
