"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,3,3,3,2,2,2,3,2,3
"2",3,2,1,3,2,3,2,2,3,3
"3",3,1,2,1,1,2,3,3,2,3
"4",2,3,1,2,1,1,3,2,1,3
"5",2,1,3,2,3,2,2,1,1,3
"6",2,2,3,2,3,3,1,1,3,1
"7",1,1,1,3,2,3,2,1,1,3
"8",1,2,1,1,2,1,2,3,1,2
"9",3,2,1,2,1,1,1,1,1,1
"10",2,2,2,3,3,3,3,3,1,1
"11",3,1,1,2,3,2,1,3,2,1
"12",1,3,1,2,1,3,3,3,2,1
"13",1,2,3,1,3,3,3,2,2,3
"14",3,2,2,1,3,1,3,1,1,3
"15",1,3,2,2,2,1,1,1,3,3
"16",1,2,2,1,1,2,2,2,3,1
"17",2,3,3,1,1,3,2,3,3,2
"18",1,1,2,2,2,3,1,3,2,3
"19",1,3,3,1,3,1,2,1,2,1
"20",2,3,1,3,3,1,2,2,2,1
"21",1,1,1,2,3,2,3,2,3,2
"22",1,2,3,3,1,2,1,3,1,2
"23",2,2,1,1,2,2,3,1,2,2
"24",3,1,3,2,1,2,2,2,1,1
"25",3,2,2,2,3,1,2,3,3,2
"26",3,3,2,3,2,2,3,1,3,1
"27",3,1,3,1,2,1,1,2,3,2
"28",3,3,2,1,1,3,1,1,2,2
"29",1,1,2,3,1,1,3,1,2,2
"30",2,1,1,3,1,3,2,1,3,2
"31",2,1,2,1,2,3,1,2,1,1
"32",2,3,1,1,3,2,1,3,3,3
"33",2,2,3,3,1,1,1,2,2,3
"34",2,1,3,3,2,1,3,3,3,1
"35",1,3,2,3,3,2,1,2,1,2
"36",3,3,3,2,2,3,3,2,1,2
