"","V1","V2","V3","V4","V5","V6","V7"
"1",3,3,2,2,3,2,3
"2",3,3,3,3,1,1,1
"3",1,3,2,2,2,1,2
"4",1,1,3,1,3,2,2
"5",2,3,1,2,2,3,1
"6",2,2,3,2,1,2,1
"7",3,2,1,1,2,3,2
"8",2,3,3,1,3,2,3
"9",1,1,2,2,1,1,3
"10",2,2,3,3,2,1,2
"11",3,2,2,3,1,3,1
"12",3,2,3,2,3,1,2
"13",3,3,2,1,1,1,3
"14",2,2,1,1,3,1,3
"15",1,3,3,2,3,3,1
"16",2,1,2,1,3,3,1
"17",1,2,1,2,1,3,3
"18",2,2,2,3,2,2,3
"19",2,1,3,2,1,3,2
"20",1,3,1,3,3,1,2
"21",3,1,2,2,2,2,2
"22",3,2,1,2,3,2,1
"23",1,1,1,3,2,2,1
"24",3,1,3,1,2,1,1
"25",2,1,2,3,3,1,1
"26",3,1,1,3,3,3,3
"27",1,2,3,1,2,3,3
"28",3,3,3,3,2,3,3
"29",2,3,1,3,1,2,2
"30",2,1,1,2,2,1,3
"31",1,1,3,3,1,2,3
"32",1,2,2,3,3,3,2
"33",1,3,2,1,2,2,1
"34",1,2,1,1,1,1,1
"35",2,3,2,1,1,3,2
"36",3,1,1,1,1,2,2
