"","V1","V2","V3","V4","V5","V6"
"1",3,3,2,1,2,1
"2",2,2,1,3,3,1
"3",2,3,1,3,1,2
"4",3,2,1,2,2,2
"5",3,1,3,1,3,3
"6",1,2,2,1,1,2
"7",3,2,3,3,1,1
"8",3,3,3,1,2,2
"9",3,1,3,2,2,2
"10",3,3,1,2,1,3
"11",2,3,2,1,1,3
"12",1,1,1,2,1,3
"13",2,3,3,3,2,3
"14",1,3,2,2,3,3
"15",3,2,1,1,1,1
"16",2,3,3,2,3,1
"17",2,1,2,2,1,2
"18",3,3,2,3,3,2
"19",1,1,2,3,2,1
"20",2,1,3,1,1,1
"21",1,1,1,1,3,1
"22",1,2,3,2,1,2
"23",1,3,1,2,2,1
"24",2,2,2,2,2,1
"25",2,1,1,1,2,3
"26",3,2,1,3,3,3
"27",1,3,3,3,1,1
"28",1,3,1,1,3,2
"29",1,2,3,1,2,3
"30",1,2,2,3,2,3
"31",2,1,1,3,2,2
"32",2,2,2,1,3,2
"33",2,2,3,2,3,3
"34",3,1,2,3,1,3
"35",1,1,3,3,3,2
"36",3,1,2,2,3,1
