"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,1,2,2,3,1,2,2
"2",2,2,3,2,2,2,3,2
"3",1,3,1,2,3,2,3,1
"4",2,1,2,2,2,3,1,1
"5",3,2,2,2,1,2,1,1
"6",3,2,2,1,3,2,3,3
"7",1,3,1,1,2,1,3,3
"8",2,1,1,1,3,2,2,1
"9",3,3,3,2,1,1,1,3
"10",3,3,3,2,3,3,3,2
"11",1,1,3,2,2,2,2,2
"12",3,1,3,1,2,1,3,1
"13",1,1,1,1,1,3,1,2
"14",1,3,2,1,3,1,1,2
"15",1,2,2,3,2,3,3,2
"16",2,3,2,1,1,3,3,1
"17",3,1,1,3,2,3,1,3
"18",2,1,3,1,1,1,2,2
"19",3,3,1,1,2,2,1,2
"20",2,2,1,2,2,1,1,3
"21",1,2,2,1,2,2,2,3
"22",3,1,1,3,1,2,3,1
"23",1,1,2,2,1,3,3,3
"24",3,3,2,3,2,1,2,1
"25",1,2,3,3,3,1,1,1
"26",2,3,2,3,1,2,1,2
"27",2,2,1,3,1,1,3,2
"28",1,2,1,2,1,1,2,1
"29",3,2,3,1,1,3,2,3
"30",2,2,3,1,3,3,1,1
"31",1,1,3,3,3,2,1,3
"32",2,3,3,3,1,2,2,3
"33",2,1,2,3,3,1,3,3
"34",3,2,1,3,3,3,2,2
"35",1,3,3,3,2,3,2,1
"36",2,3,1,2,3,3,2,3
