"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,1,1,1,2,1,1,2,1,2,3,1,2
"2",2,2,1,3,1,1,2,2,1,3,1,2,1
"3",1,3,3,2,2,3,1,2,1,3,3,2,2
"4",3,3,1,3,2,2,1,3,3,2,1,3,3
"5",3,1,2,3,1,2,3,3,1,2,3,2,2
"6",2,3,2,3,2,3,3,1,1,2,2,3,3
"7",2,1,3,2,1,3,2,2,3,1,3,3,2
"8",1,2,3,3,2,1,2,3,2,2,3,3,3
"9",3,2,3,3,3,1,3,2,2,1,2,1,2
"10",1,2,1,2,1,3,3,1,2,2,3,1,1
"11",3,2,3,2,3,2,2,1,1,1,1,2,3
"12",2,1,3,2,3,2,1,3,3,2,2,1,1
"13",2,3,2,3,3,3,2,3,1,1,3,1,3
"14",1,1,2,1,2,2,2,1,1,1,2,1,1
"15",1,2,2,2,1,2,1,3,2,3,1,1,3
"16",3,2,2,1,3,1,3,3,3,3,3,2,3
"17",3,3,1,1,1,3,2,3,2,1,2,2,2
"18",2,1,1,3,3,3,1,2,2,3,2,2,3
"19",3,3,1,3,3,2,2,1,3,3,3,1,1
"20",2,2,1,1,2,2,3,3,3,1,3,2,1
"21",2,2,1,1,3,3,1,1,1,2,1,3,2
"22",1,2,3,3,1,2,1,2,1,1,2,3,1
"23",2,3,3,1,1,1,2,3,1,2,1,1,2
"24",1,1,1,2,1,1,2,1,3,2,2,2,3
"25",1,3,2,1,3,2,2,2,3,3,2,3,2
"26",3,3,2,2,1,1,3,2,3,2,1,3,1
"27",3,2,2,1,1,3,1,2,3,1,2,1,3
"28",1,1,2,3,2,1,1,1,3,1,1,2,2
"29",3,3,3,1,2,1,1,1,2,3,2,2,1
"30",1,1,3,1,3,3,3,2,2,2,1,2,1
"31",2,1,3,1,1,2,3,1,2,3,3,3,3
"32",2,2,3,3,2,3,3,1,3,3,1,1,2
"33",2,3,2,2,3,1,1,1,2,1,3,3,1
"34",1,1,1,2,3,1,3,3,1,3,2,3,2
"35",1,3,1,2,2,2,3,2,2,1,1,1,3
"36",3,1,2,2,2,3,2,3,2,3,1,3,1
