"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",2,4,2,3,2,3,2,4,4,4,1,2,1,1,2,3,4
"2",2,1,2,2,1,4,4,1,2,3,3,2,3,3,1,4,4
"3",2,3,4,1,3,3,1,2,3,3,2,1,1,4,3,1,4
"4",1,4,2,3,4,3,3,1,3,1,4,1,2,3,4,4,2
"5",3,1,1,2,3,1,1,3,4,3,1,1,4,2,3,4,2
"6",3,3,2,4,3,4,4,1,1,4,1,3,2,2,3,1,2
"7",3,4,4,3,3,4,3,3,1,2,3,3,4,4,4,3,4
"8",3,1,3,3,1,1,4,4,4,2,4,3,1,3,3,1,3
"9",1,2,1,2,2,2,2,4,1,3,3,2,2,4,4,1,1
"10",3,1,4,4,1,2,3,2,3,4,2,2,3,1,4,3,1
"11",2,2,3,1,3,1,3,3,1,4,4,1,2,1,1,3,3
"12",4,2,3,1,2,2,4,2,4,1,1,4,2,3,4,4,4
"13",2,3,1,3,1,1,1,1,2,2,2,4,2,4,2,3,2
"14",4,4,1,2,4,2,4,2,3,3,3,3,1,1,1,2,2
"15",1,4,4,1,4,1,4,3,2,2,1,2,3,3,2,2,1
"16",4,4,3,2,1,2,2,1,1,1,2,1,4,2,2,1,3
"17",3,2,3,2,4,3,2,1,4,4,4,4,4,4,2,2,1
"18",2,1,1,1,4,3,3,4,2,1,2,4,4,1,3,2,3
"19",4,2,1,4,2,4,3,4,3,2,1,1,3,4,1,2,3
"20",4,3,4,4,4,2,1,4,2,4,3,3,3,3,2,4,3
"21",4,3,2,1,1,4,1,3,2,1,4,2,1,2,3,3,1
"22",1,2,4,3,2,4,1,2,4,1,3,3,3,1,1,1,2
"23",1,1,3,4,3,3,2,3,1,2,2,4,1,2,1,4,1
"24",1,3,2,4,2,1,2,2,3,3,4,4,4,2,4,2,4
