"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",2,4,1,3,1,1,2,4,3,4,3
"2",1,4,1,1,4,3,3,3,1,2,2
"3",3,2,3,4,1,3,4,4,1,2,2
"4",3,2,2,2,2,1,3,1,2,3,2
"5",2,1,1,4,3,3,1,1,2,1,3
"6",4,1,4,2,1,3,2,2,4,4,2
"7",1,1,3,4,2,2,3,3,3,4,1
"8",2,4,3,3,2,3,1,1,4,2,1
"9",4,2,1,3,3,2,3,4,4,2,4
"10",3,3,2,1,3,3,4,3,4,4,3
"11",4,4,4,4,4,4,3,1,3,3,3
"12",4,3,1,1,1,2,4,1,2,1,1
"13",4,1,3,1,2,4,2,4,2,1,3
"14",1,3,4,2,3,2,1,4,2,3,2
"15",1,1,4,3,2,1,4,2,1,2,3
"16",3,2,4,1,4,1,1,3,3,2,1
"17",2,1,2,2,4,4,4,4,4,3,1
"18",3,3,1,3,3,4,2,2,1,4,1
"19",4,4,2,4,2,1,1,3,1,3,4
"20",1,3,2,4,4,1,2,2,4,1,2
"21",1,2,2,1,1,4,1,2,3,3,4
"22",2,3,4,3,1,4,3,3,2,1,4
"23",3,4,3,2,3,2,4,2,3,1,4
"24",2,2,3,2,4,2,2,1,1,4,4
