"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",3,3,4,2,4,4,3,4,2,4,3,3,1,2,1,2
"2",3,1,2,4,3,2,1,3,1,4,3,2,4,2,4,1
"3",2,4,1,4,2,3,3,1,3,4,2,1,2,1,4,2
"4",1,3,2,2,1,3,3,3,1,4,1,4,3,4,2,2
"5",3,1,3,4,1,1,4,1,2,3,2,3,3,1,1,3
"6",1,2,2,1,3,4,2,1,2,1,1,3,2,2,4,1
"7",2,1,4,3,4,4,1,2,1,2,1,1,2,1,2,3
"8",3,2,2,1,4,2,4,2,4,4,1,1,3,3,1,4
"9",2,2,1,2,2,2,1,4,2,1,2,3,4,1,2,4
"10",3,3,4,2,1,2,2,1,2,2,4,1,4,3,4,3
"11",2,3,4,4,2,3,1,2,4,1,3,4,3,3,1,1
"12",4,4,4,3,3,1,3,3,3,2,1,4,3,2,4,4
"13",1,4,3,2,4,3,4,2,3,3,4,2,4,1,3,1
"14",2,4,3,1,1,1,1,4,4,3,1,2,1,3,3,2
"15",1,1,4,3,2,2,2,2,3,4,3,3,1,4,3,4
"16",1,2,1,3,1,1,4,3,4,2,3,1,1,2,2,1
"17",4,4,1,1,1,3,2,2,1,2,3,2,2,2,1,4
"18",4,3,1,4,4,4,2,3,4,3,2,3,4,3,3,3
"19",2,2,3,3,2,4,4,4,1,3,4,4,2,3,4,4
"20",3,1,2,1,3,3,3,3,4,1,4,4,1,1,3,3
"21",4,3,3,3,3,2,4,1,1,1,2,2,1,4,3,2
"22",4,2,1,2,3,1,1,1,3,3,4,4,2,4,1,2
"23",4,1,3,1,2,4,3,4,3,2,2,1,4,4,2,1
"24",1,4,2,4,4,1,2,4,2,1,4,2,3,4,2,3
