"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",3,4,2,3,2,1,1,4,3,4,3,4
"2",3,4,4,2,4,4,4,2,1,3,4,4
"3",1,2,4,2,2,2,2,3,4,1,4,4
"4",1,3,3,4,3,3,1,1,2,3,1,4
"5",2,1,2,4,4,4,3,3,4,2,2,4
"6",4,1,2,1,1,3,2,1,1,1,3,4
"7",4,4,2,2,2,4,3,4,2,1,1,2
"8",4,1,3,3,3,4,1,2,3,2,4,2
"9",3,1,3,4,2,2,3,2,1,4,1,1
"10",3,2,1,1,4,2,1,2,3,1,1,3
"11",1,4,3,1,1,3,4,2,3,2,2,1
"12",4,3,3,2,4,1,2,3,4,3,1,1
"13",3,3,4,3,1,4,2,1,4,4,2,3
"14",1,2,2,4,4,3,2,4,1,4,4,2
"15",2,1,4,3,1,2,4,4,3,3,1,3
"16",4,2,3,1,3,3,4,3,2,4,3,3
"17",2,2,1,2,1,4,1,3,2,3,3,1
"18",2,4,2,1,3,2,3,1,4,3,4,2
"19",2,2,4,3,4,1,3,1,2,1,3,1
"20",4,3,1,4,1,1,3,2,2,2,4,3
"21",3,3,1,4,3,3,4,4,4,1,3,1
"22",1,4,1,3,3,2,2,3,1,2,2,3
"23",1,1,1,2,2,1,4,1,3,4,2,2
"24",2,3,4,1,2,1,1,4,1,2,2,2
