"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",4,1,3,1,2,1,1,3,3,2,1,3,4,4,2,2,2,2,4
"2",2,3,2,1,3,2,4,2,4,2,1,1,3,2,2,4,4,1,4
"3",1,4,1,2,3,3,1,2,3,2,4,4,2,4,1,4,2,4,2
"4",3,1,2,2,4,1,1,4,2,4,3,1,4,2,3,4,3,3,2
"5",2,2,1,1,3,4,4,4,3,4,3,3,2,1,2,2,1,1,2
"6",3,3,1,4,2,4,2,4,4,1,4,2,3,3,1,3,3,2,1
"7",3,2,4,4,4,2,4,3,1,4,4,2,3,4,2,3,2,4,4
"8",3,4,4,1,4,2,2,1,4,1,2,3,1,1,2,3,4,3,2
"9",4,1,2,3,4,2,3,2,3,3,4,4,3,1,4,1,4,2,1
"10",4,4,3,2,1,4,2,3,4,4,3,2,2,2,4,2,4,4,4
"11",2,4,1,4,4,4,2,2,2,3,1,3,4,3,3,1,1,3,4
"12",4,1,2,2,2,3,4,1,1,3,1,2,2,2,1,3,1,3,1
"13",4,3,4,2,3,2,1,1,2,1,4,2,2,3,3,1,1,1,3
"14",2,2,4,4,2,3,1,1,3,4,1,4,1,2,4,4,3,2,3
"15",1,2,2,3,1,1,4,1,4,1,3,3,4,3,4,3,2,3,3
"16",2,3,4,2,2,2,3,4,3,3,2,1,4,4,4,2,1,4,1
"17",4,4,1,4,3,1,3,3,1,2,2,1,1,1,4,3,2,2,3
"18",1,1,3,3,4,3,2,4,4,3,2,1,1,3,1,1,2,1,3
"19",1,1,4,1,1,4,3,2,2,2,3,2,1,4,3,4,3,2,1
"20",1,2,3,3,3,4,1,2,1,1,1,1,3,1,3,2,3,4,2
"21",3,2,1,1,1,3,3,4,1,2,2,4,3,3,3,1,4,4,3
"22",3,3,3,3,1,3,3,3,2,1,3,4,4,1,1,4,1,1,4
"23",1,3,3,4,2,1,4,3,2,3,4,3,1,2,1,1,4,3,2
"24",2,4,2,3,1,1,2,1,1,4,2,4,2,4,2,2,3,1,1
