"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",4,4,3,1,2,1,1,1,3,2
"2",4,4,1,2,1,4,2,4,4,3
"3",4,3,3,4,2,2,4,4,2,4
"4",4,1,4,2,3,2,3,1,1,3
"5",2,4,2,4,4,2,2,1,2,3
"6",1,1,2,1,2,3,2,4,1,2
"7",1,4,3,3,3,3,3,4,3,4
"8",3,4,4,4,1,1,3,3,1,2
"9",3,1,2,2,4,1,4,3,4,4
"10",2,2,4,2,2,4,2,1,3,4
"11",2,2,3,1,1,2,3,2,4,3
"12",4,3,4,3,4,3,2,2,4,1
"13",3,1,3,3,1,4,4,1,2,1
"14",2,4,1,2,2,3,4,2,1,1
"15",4,2,2,4,3,4,3,2,3,2
"16",1,3,2,2,1,2,1,3,3,1
"17",2,2,3,3,4,1,1,4,1,2
"18",3,3,2,1,3,4,1,2,1,4
"19",3,2,1,1,4,2,3,4,3,1
"20",1,1,1,4,1,1,2,2,2,4
"21",2,1,4,4,3,3,1,3,4,1
"22",1,3,4,1,4,4,4,3,2,3
"23",3,2,1,3,2,3,1,3,2,3
"24",1,3,1,3,3,1,4,1,4,2
