"","V1","V2","V3","V4","V5","V6","V7"
"1",3,4,2,2,4,4,2
"2",2,1,1,4,4,4,1
"3",2,3,3,3,2,4,2
"4",3,2,2,4,3,2,3
"5",2,2,4,4,1,1,2
"6",4,4,4,3,3,3,4
"7",1,2,1,2,1,4,4
"8",1,2,2,3,3,3,1
"9",4,1,1,3,4,2,2
"10",1,4,2,3,1,1,3
"11",3,2,4,1,3,4,1
"12",1,4,4,1,2,2,1
"13",3,3,1,3,2,1,4
"14",1,3,3,4,4,3,4
"15",3,1,3,2,1,3,3
"16",4,3,1,2,2,1,1
"17",1,1,3,2,3,1,2
"18",4,1,4,4,2,4,3
"19",4,3,2,1,1,3,2
"20",2,1,2,1,2,2,4
"21",3,4,3,4,1,2,1
"22",2,3,4,2,4,2,3
"23",2,4,1,1,3,3,3
"24",4,2,3,1,4,1,4
