"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3,2,2,1,2,4,4,4,4,2,2,1,4,3,1
"2",4,4,1,1,1,4,2,2,3,3,3,4,2,2,2
"3",2,2,4,1,4,2,2,4,4,2,4,4,3,1,3
"4",4,3,2,3,3,2,4,2,4,1,3,4,4,4,4
"5",1,1,2,2,4,4,3,2,2,1,1,3,3,2,4
"6",3,2,1,2,3,2,4,1,3,4,4,1,1,2,3
"7",2,3,4,1,4,2,1,2,1,1,2,1,2,3,2
"8",1,4,1,3,4,2,3,3,2,3,4,2,4,3,1
"9",1,2,4,3,1,1,4,1,4,3,1,3,2,3,2
"10",3,3,4,3,2,4,3,1,1,1,4,3,1,1,1
"11",2,1,3,4,1,2,4,3,2,2,2,4,1,2,1
"12",4,3,4,2,1,3,3,3,3,3,1,1,4,1,3
"13",4,2,1,4,3,1,2,2,1,2,1,2,3,1,1
"14",1,4,3,1,2,3,4,1,2,2,3,2,2,1,4
"15",1,3,2,2,3,3,1,3,4,4,2,3,1,1,1
"16",3,4,3,4,3,3,3,4,1,4,1,4,2,3,3
"17",2,1,1,2,2,3,1,1,1,3,2,4,4,4,3
"18",2,4,2,2,2,1,2,4,3,1,1,2,1,4,2
"19",1,1,4,4,3,4,2,2,3,4,3,1,3,4,2
"20",4,1,3,1,2,1,3,3,2,4,4,3,3,4,2
"21",3,4,3,4,4,1,1,1,3,2,3,3,4,2,3
"22",4,2,3,3,4,4,1,4,2,3,2,2,1,4,4
"23",3,1,1,4,1,3,1,3,4,1,4,2,2,3,4
"24",2,3,2,3,1,1,2,4,1,4,3,1,3,2,4
