"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",4,1,3,3,1,2,2,3,4
"2",2,3,2,2,2,2,1,4,3
"3",2,4,3,1,1,4,4,4,2
"4",3,1,2,4,4,1,2,4,2
"5",1,4,1,3,2,1,1,3,2
"6",4,4,2,1,3,2,2,2,1
"7",3,3,1,1,4,3,1,2,4
"8",1,2,2,4,1,4,2,2,3
"9",4,3,4,4,2,2,4,1,2
"10",2,3,3,3,4,1,4,2,1
"11",2,1,4,4,3,4,1,2,4
"12",3,2,4,3,1,3,1,4,1
"13",1,1,4,1,4,2,3,4,3
"14",1,4,2,3,4,3,4,1,4
"15",2,2,1,4,3,2,3,1,1
"16",1,2,3,1,2,1,3,1,4
"17",1,3,4,2,3,3,2,3,1
"18",3,4,4,2,1,1,2,1,3
"19",3,4,3,4,3,3,3,3,3
"20",4,2,3,2,4,4,1,1,2
"21",2,1,1,2,1,3,3,2,2
"22",4,2,1,2,3,1,4,3,3
"23",4,3,1,3,2,4,3,4,4
"24",3,1,2,1,2,4,4,3,1
