"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",1,1,1,3,1,3,2,2,3,3,4,3,3
"2",1,4,3,4,4,2,2,1,2,4,1,4,3
"3",3,1,3,3,2,4,3,1,3,3,1,2,1
"4",1,2,3,4,1,3,4,3,2,1,3,1,1
"5",4,3,1,1,1,4,3,3,2,4,2,2,4
"6",3,2,4,2,3,2,4,2,2,3,4,1,4
"7",4,3,4,4,4,3,3,2,3,1,3,3,3
"8",2,2,2,4,2,1,3,4,3,4,4,4,4
"9",4,2,2,2,4,3,4,4,4,4,1,3,2
"10",2,4,2,1,2,3,4,2,1,2,1,3,4
"11",3,4,4,3,1,1,4,3,4,3,2,4,2
"12",4,1,2,2,2,2,1,2,2,1,2,4,1
"13",3,4,3,2,2,4,2,4,4,1,4,1,3
"14",3,1,1,3,4,1,3,3,1,1,1,1,3
"15",1,1,4,1,3,4,3,4,1,2,3,4,2
"16",1,3,4,2,1,2,1,4,3,2,1,2,4
"17",4,4,1,4,3,2,2,4,1,3,3,2,1
"18",2,3,2,3,4,4,1,3,2,2,4,3,1
"19",1,3,2,1,4,1,2,2,4,3,2,1,1
"20",2,1,3,1,3,2,1,3,4,4,3,2,3
"21",2,4,1,2,3,1,4,1,3,1,3,2,2
"22",3,2,1,4,3,4,1,1,4,2,2,4,4
"23",4,2,3,1,1,1,2,1,1,2,4,3,2
"24",2,3,4,3,2,3,1,1,1,4,2,1,2
