"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",12,4,19,22,15,2,26,20,5,19
"2",7,18,22,7,10,24,21,26,18,21
"3",15,6,11,12,27,6,14,27,27,13
"4",17,14,24,3,24,12,7,23,7,23
"5",2,19,2,25,19,8,16,17,11,24
"6",14,21,1,13,14,23,27,8,17,1
"7",25,10,23,23,3,17,13,22,15,2
"8",19,1,17,8,21,27,17,16,10,5
"9",5,7,4,15,5,22,9,24,4,14
"10",26,3,3,6,9,7,5,9,13,16
"11",4,11,25,16,23,5,22,1,14,11
"12",24,8,12,10,17,16,23,5,3,26
"13",13,22,14,9,2,1,2,15,16,27
"14",6,5,13,27,11,10,8,6,19,6
"15",27,23,16,26,25,19,24,14,21,15
"16",22,12,8,17,20,25,1,19,20,20
"17",23,24,9,18,12,4,20,25,9,7
"18",18,15,5,21,4,13,18,2,26,22
"19",10,16,6,20,26,14,3,13,2,3
"20",20,27,27,14,6,9,15,12,1,17
"21",1,13,15,4,1,18,19,10,6,8
"22",9,2,26,19,13,20,11,11,24,25
"23",3,26,18,11,16,15,4,21,25,9
"24",16,20,20,24,8,26,6,4,8,12
"25",8,25,10,2,22,21,12,3,12,18
"26",21,17,21,5,18,3,10,7,22,4
"27",11,9,7,1,7,11,25,18,23,10
