"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
"1",1,5,1,15,26,13,17,26,17,17,3,23,12,26,15,13,26,6,18,23,14,2,5,24,18,11
"2",25,2,8,5,3,18,22,3,6,25,15,15,16,18,17,4,8,18,8,17,25,9,9,25,8,9
"3",21,7,5,7,19,21,12,13,10,5,4,24,9,8,5,18,4,16,10,21,6,26,24,5,12,7
"4",5,23,25,13,22,20,8,9,3,9,22,6,20,19,6,21,25,19,13,22,24,11,7,6,17,10
"5",18,19,4,23,7,19,6,20,18,3,21,7,7,9,21,9,7,11,25,25,23,21,4,20,13,15
"6",22,4,24,17,9,10,10,24,23,16,10,8,18,16,22,22,5,7,7,19,22,6,23,7,23,21
"7",3,26,23,19,4,9,14,2,21,14,12,14,8,12,7,17,2,8,9,2,9,25,8,26,19,4
"8",13,16,27,1,10,27,19,27,15,18,27,1,14,27,14,16,1,27,14,13,12,27,13,13,1,27
"9",8,14,21,16,13,16,2,11,27,27,23,27,15,2,25,11,11,15,12,27,1,1,15,14,2,1
"10",26,15,12,21,15,5,24,8,7,4,24,25,13,22,13,23,6,9,17,6,3,5,3,9,15,23
"11",20,8,20,24,21,7,16,18,9,21,20,11,19,5,11,5,22,23,5,20,5,23,6,19,22,20
"12",14,6,18,27,18,1,1,5,1,1,1,2,10,25,27,15,14,14,1,12,13,14,18,27,11,14
"13",27,13,19,20,25,25,4,17,13,13,11,17,21,20,16,1,18,1,16,1,19,22,12,3,3,3
"14",2,25,9,18,24,8,15,21,4,22,13,12,11,11,23,2,3,20,24,10,10,10,26,2,9,17
"15",9,18,17,10,2,12,20,14,16,8,2,26,24,7,26,12,19,17,2,9,26,17,2,1,14,26
"16",6,12,6,11,6,24,5,19,5,24,19,19,4,17,19,24,24,10,4,5,8,18,21,17,16,22
"17",4,10,11,8,20,3,25,6,24,10,18,9,2,13,12,6,17,2,11,24,21,20,19,11,4,24
"18",17,22,15,3,11,23,11,1,8,15,5,4,3,4,18,7,20,5,19,15,4,3,11,8,25,18
"19",10,3,2,26,8,14,21,10,12,26,26,3,22,6,3,14,12,4,20,8,16,16,20,4,20,8
"20",23,11,22,4,23,15,18,7,20,12,25,21,6,10,24,19,21,25,23,7,20,15,25,22,21,12
"21",16,17,26,9,1,6,13,25,11,2,16,16,26,14,2,10,27,3,21,16,2,12,27,21,7,13
"22",19,24,7,22,5,11,9,4,22,23,6,22,17,24,8,20,23,24,22,18,15,19,17,10,5,19
"23",12,21,14,2,16,2,26,16,2,19,8,18,25,15,20,27,10,12,27,26,17,24,14,16,27,2
"24",15,9,13,12,14,4,7,23,14,20,7,10,1,1,1,26,15,26,15,3,27,8,1,15,6,6
"25",11,20,16,25,12,22,23,22,19,7,17,20,5,23,4,3,13,22,3,14,18,4,22,12,26,5
"26",24,27,3,14,27,26,27,15,26,11,14,5,27,3,10,25,16,13,6,11,11,7,16,23,10,16
"27",7,1,10,6,17,17,3,12,25,6,9,13,23,21,9,8,9,21,26,4,7,13,10,18,24,25
