"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",25,8,5,14,9,8,5,20,22,19,25,3,12,14,5,5,21,10,7,19,10,27
"2",6,22,11,18,4,5,22,13,20,6,23,25,23,10,10,7,12,25,11,21,21,6
"3",9,5,19,3,17,20,24,6,16,15,24,18,18,20,6,23,19,19,4,6,20,26
"4",3,13,26,5,6,9,6,4,2,3,3,10,16,2,14,14,20,11,9,18,24,18
"5",13,1,14,25,1,27,1,14,14,10,16,12,1,12,18,1,15,2,1,1,19,11
"6",24,7,20,9,10,12,23,21,13,4,7,21,24,25,22,10,9,8,6,9,6,7
"7",2,12,2,17,27,18,27,2,1,14,26,14,14,16,16,3,2,4,17,14,5,8
"8",21,25,6,4,12,21,7,22,12,16,21,17,21,11,25,21,22,6,20,17,23,3
"9",8,24,22,12,8,23,19,8,21,20,8,22,7,9,20,6,24,9,23,10,9,22
"10",17,6,12,26,13,2,26,3,25,27,2,11,26,13,19,27,27,15,15,15,14,10
"11",7,4,3,20,11,10,9,17,11,17,5,20,11,5,7,18,17,23,22,3,4,1
"12",10,2,7,6,2,16,16,15,6,21,12,6,22,19,26,9,6,21,25,23,16,21
"13",12,15,9,2,26,3,20,25,18,9,19,9,3,3,27,11,18,18,13,7,2,17
"14",11,21,4,21,23,4,8,7,17,13,6,19,10,24,24,19,11,7,5,24,18,23
"15",22,27,18,1,18,1,2,11,15,11,1,15,15,15,1,2,1,20,27,13,13,12
"16",15,16,21,19,25,19,18,23,10,22,4,8,6,22,12,4,23,22,8,20,22,4
"17",16,23,17,8,3,6,11,5,7,24,22,7,5,23,11,22,7,12,12,5,8,5
"18",4,19,24,15,19,17,4,18,24,18,14,2,20,7,23,24,5,24,3,11,11,9
"19",23,20,8,22,7,22,25,24,4,8,9,13,9,6,9,25,4,17,10,12,15,25
"20",14,14,27,27,5,24,10,26,26,12,27,16,17,27,13,16,13,16,26,27,1,16
"21",19,9,16,16,16,15,3,12,3,2,18,26,4,18,21,26,26,26,16,22,7,19
"22",20,3,23,13,21,14,21,9,19,7,17,5,8,4,8,20,10,5,24,25,17,2
"23",18,18,10,10,22,26,13,10,5,25,13,23,27,1,3,12,16,13,2,26,3,13
"24",26,11,25,23,24,7,12,16,9,23,20,24,19,8,17,8,8,14,19,4,25,24
"25",1,10,13,7,14,13,15,27,27,26,10,27,2,17,2,17,3,1,14,16,26,15
"26",27,17,1,11,15,25,14,1,23,1,11,1,13,26,15,13,14,27,18,2,27,14
"27",5,26,15,24,20,11,17,19,8,5,15,4,25,21,4,15,25,3,21,8,12,20
