"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",17,8,15,3,6,5,7,13,12,25,22,25,3,8
"2",1,9,14,16,26,22,6,1,13,1,9,9,11,9
"3",26,27,11,25,16,17,12,3,6,17,12,23,1,15
"4",14,24,22,19,5,21,8,26,18,19,24,17,10,26
"5",16,10,23,22,19,6,18,14,3,3,8,22,22,25
"6",13,25,3,7,7,11,5,6,1,15,4,12,21,10
"7",24,14,12,4,23,16,22,25,16,8,5,24,24,6
"8",23,7,5,23,9,23,3,16,15,11,17,7,25,23
"9",27,26,16,11,27,3,13,20,27,13,19,11,18,20
"10",7,3,6,17,17,2,10,27,7,10,20,18,16,4
"11",6,6,20,5,25,18,24,17,2,16,18,13,5,21
"12",3,20,7,14,21,25,17,9,10,23,21,26,20,22
"13",22,18,21,13,20,7,2,24,8,22,6,6,7,13
"14",2,15,27,27,11,12,4,18,22,14,13,27,13,1
"15",25,2,25,15,4,10,21,5,9,7,25,10,14,17
"16",9,4,1,12,3,19,19,21,26,21,7,21,17,14
"17",20,16,4,2,13,1,26,2,17,20,14,16,12,27
"18",12,13,13,26,12,15,27,22,5,27,27,2,19,12
"19",8,17,17,6,15,14,1,7,24,4,26,20,27,16
"20",5,21,18,20,2,4,23,11,14,18,10,8,26,5
"21",15,23,2,21,22,13,20,12,23,6,23,5,6,7
"22",4,12,10,8,8,8,15,23,20,5,11,3,2,24
"23",18,5,24,9,18,20,14,4,21,24,15,4,23,3
"24",11,1,9,24,24,9,9,10,19,26,2,14,9,19
"25",19,19,8,10,1,24,16,19,4,2,16,15,8,2
"26",21,11,19,18,10,26,25,8,25,12,3,19,4,11
"27",10,22,26,1,14,27,11,15,11,9,1,1,15,18
