"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",8,21,22,26,13,1,25,21,13,17,7,19,19
"2",18,23,12,3,16,23,27,3,20,27,14,13,20
"3",1,10,7,4,8,14,9,24,9,16,27,17,21
"4",10,18,8,1,27,10,12,6,11,7,8,27,17
"5",7,14,21,9,17,17,8,1,3,12,21,1,5
"6",27,27,16,15,6,27,11,11,1,15,10,25,15
"7",2,22,24,18,9,15,15,5,23,2,2,16,10
"8",9,4,1,16,15,19,14,25,27,23,9,2,16
"9",20,25,18,24,26,16,16,27,17,11,26,8,18
"10",15,17,9,19,1,26,24,22,12,8,17,4,6
"11",26,12,25,8,19,7,20,12,25,9,12,3,22
"12",22,11,2,25,14,20,21,7,7,4,24,20,12
"13",5,8,20,22,18,25,6,16,21,6,16,24,23
"14",13,2,13,13,22,12,26,19,2,1,20,15,27
"15",6,16,15,11,5,9,23,14,26,24,25,26,7
"16",11,1,14,27,7,11,1,9,18,10,11,9,1
"17",3,24,5,21,20,6,18,13,4,21,15,11,3
"18",23,15,10,23,10,13,7,15,6,25,1,5,25
"19",16,13,27,17,24,8,2,23,8,26,13,23,11
"20",14,26,3,5,12,3,3,17,19,3,19,6,14
"21",25,7,11,20,23,2,10,4,22,19,22,14,9
"22",24,3,23,2,11,18,17,18,15,22,18,21,2
"23",12,20,26,12,3,21,4,8,14,20,23,10,26
"24",19,9,19,7,4,4,13,26,5,5,6,12,8
"25",4,6,17,6,25,24,22,10,10,18,3,7,13
"26",17,5,4,14,2,5,19,2,16,14,5,22,24
"27",21,19,6,10,21,22,5,20,24,13,4,18,4
