"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",9,1,17,14,27,21,8,19
"2",15,4,23,15,11,8,3,1
"3",8,21,12,25,20,25,15,2
"4",25,9,26,22,17,23,11,10
"5",23,27,9,16,14,20,22,8
"6",10,26,27,12,5,7,18,13
"7",22,18,22,8,3,24,16,20
"8",18,12,5,9,22,26,2,12
"9",26,20,6,11,10,11,7,25
"10",24,6,18,24,9,4,23,17
"11",5,19,8,21,2,5,10,9
"12",7,13,25,5,15,2,9,22
"13",17,10,13,6,1,12,27,11
"14",14,11,3,26,25,9,19,21
"15",3,7,21,10,23,10,21,7
"16",11,8,10,23,4,18,5,23
"17",4,14,15,17,7,27,20,27
"18",13,23,19,1,8,19,6,6
"19",20,2,2,19,6,16,13,5
"20",27,15,16,4,26,14,17,3
"21",12,17,4,13,16,1,25,4
"22",21,24,14,18,24,3,4,16
"23",6,5,7,3,12,22,24,15
"24",16,22,24,20,21,17,26,24
"25",19,3,11,2,19,6,14,26
"26",2,25,1,7,18,15,12,18
"27",1,16,20,27,13,13,1,14
