"","V1","V2","V3","V4","V5","V6"
"1",7,16,15,10,2,26
"2",11,27,20,12,22,8
"3",27,18,21,8,9,17
"4",25,25,13,19,11,2
"5",26,1,16,18,21,15
"6",23,11,25,26,16,7
"7",24,10,10,4,5,22
"8",19,21,24,3,26,12
"9",10,5,2,25,10,20
"10",20,13,6,21,1,13
"11",12,20,4,2,6,6
"12",8,7,27,6,12,14
"13",6,9,5,14,27,16
"14",3,26,8,7,15,19
"15",16,4,22,13,3,3
"16",18,8,19,22,14,27
"17",13,3,14,1,19,24
"18",4,12,17,5,17,1
"19",2,14,23,20,23,23
"20",5,22,18,24,4,11
"21",21,6,7,9,24,5
"22",14,24,26,17,7,21
"23",22,23,3,15,18,25
"24",9,17,9,23,20,4
"25",17,15,1,11,13,10
"26",1,2,11,16,8,9
"27",15,19,12,27,25,18
