"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",15,25,14,26,25,2,25,15,8,9,17,17,25,23,18,26,15,23
"2",5,21,19,23,4,11,13,26,14,13,2,26,10,20,1,21,7,17
"3",4,23,18,2,22,12,15,8,1,1,21,13,16,11,26,10,6,8
"4",16,19,13,6,12,1,2,10,22,10,1,16,9,14,19,2,27,1
"5",7,12,11,11,9,26,8,3,9,8,9,1,2,17,16,27,1,14
"6",24,20,6,18,15,7,3,13,3,17,22,4,8,5,8,18,5,21
"7",13,18,21,22,13,22,6,22,25,22,10,10,24,10,24,11,3,25
"8",27,11,27,8,26,27,1,16,13,11,14,27,18,1,20,17,12,16
"9",20,15,23,25,18,17,7,2,16,15,26,12,4,25,23,22,20,7
"10",1,2,15,27,1,24,10,14,11,18,20,15,12,3,9,1,13,4
"11",12,7,17,7,2,20,22,12,2,19,5,9,11,22,25,16,25,22
"12",14,9,22,9,24,4,21,17,18,20,15,7,5,24,3,5,2,10
"13",17,5,8,24,23,19,20,6,19,5,4,20,7,6,15,8,8,20
"14",19,4,20,3,5,6,11,7,20,26,23,19,21,15,13,25,9,19
"15",23,26,4,13,7,16,9,18,6,25,7,21,15,27,21,7,10,9
"16",3,27,26,14,16,9,24,5,24,24,6,5,14,2,14,19,18,12
"17",21,14,1,1,10,14,26,1,12,14,8,11,23,9,2,3,14,27
"18",18,22,12,4,21,23,19,23,10,23,12,18,6,8,6,24,21,5
"19",11,10,3,19,3,3,18,21,17,3,13,8,20,4,22,23,11,6
"20",25,1,10,16,11,10,27,27,27,16,19,23,1,13,27,14,16,13
"21",22,3,24,15,19,13,12,24,4,7,3,3,27,18,11,13,17,3
"22",2,6,7,5,17,15,4,19,26,2,16,14,13,26,7,20,19,24
"23",8,8,9,21,20,5,5,4,5,21,11,24,22,12,4,12,23,11
"24",9,17,5,10,14,21,23,11,23,12,27,25,26,21,10,15,4,2
"25",10,16,25,12,8,8,16,20,7,6,25,22,3,7,12,6,22,26
"26",6,13,2,17,27,18,14,25,15,27,24,2,17,16,17,4,26,18
"27",26,24,16,20,6,25,17,9,21,4,18,6,19,19,5,9,24,15
