"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",13,6,19,5,9,8,14,4,18,7,21,18,7,27,1,6
"2",14,14,18,16,18,26,3,2,26,19,10,9,27,25,11,25
"3",19,20,6,24,6,18,21,5,7,20,15,4,4,23,6,13
"4",21,13,14,17,16,27,27,23,11,2,18,26,6,5,14,1
"5",10,11,5,26,21,9,8,13,14,21,25,23,24,21,20,3
"6",2,21,21,9,7,17,10,24,22,4,14,25,21,24,21,14
"7",22,23,13,20,26,7,15,22,5,26,4,17,18,26,15,18
"8",1,3,8,11,27,19,12,1,3,17,17,16,13,1,12,8
"9",26,9,22,27,12,14,9,21,19,15,16,1,19,2,2,20
"10",16,1,20,22,3,22,16,16,24,27,26,15,8,9,19,17
"11",25,5,3,14,11,23,25,8,21,13,3,19,20,19,23,10
"12",11,4,25,13,20,4,24,25,10,16,19,7,11,22,22,24
"13",15,22,1,15,25,12,1,27,23,12,23,11,1,14,9,9
"14",4,8,17,21,2,11,22,20,2,10,9,10,26,16,10,5
"15",17,25,27,25,22,15,18,3,16,6,8,12,15,7,26,7
"16",6,26,26,10,13,24,7,18,12,24,5,14,9,17,3,4
"17",27,27,11,12,1,3,11,9,13,1,27,13,14,18,13,27
"18",18,2,7,8,17,6,4,15,9,3,6,8,22,8,5,12
"19",5,10,12,3,24,20,17,14,17,5,1,2,3,20,18,19
"20",8,19,4,19,10,25,6,17,4,8,20,6,17,10,25,21
"21",3,18,9,23,19,5,23,11,25,9,12,24,10,11,4,22
"22",24,17,24,2,23,21,20,12,6,11,24,21,25,13,7,16
"23",9,15,23,18,5,2,2,6,8,14,2,20,5,3,17,15
"24",7,24,15,6,14,10,26,7,20,25,22,3,23,4,16,11
"25",12,12,2,4,4,16,19,26,15,22,7,22,16,6,8,26
"26",20,7,16,7,15,13,5,10,1,23,13,27,2,15,27,23
"27",23,16,10,1,8,1,13,19,27,18,11,5,12,12,24,2
