"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",5,25,26,15,15,22,22,9,21,22,8
"2",1,3,23,22,24,17,14,12,1,12,13
"3",21,22,4,7,8,14,15,4,22,23,24
"4",25,8,6,13,25,18,21,21,24,15,6
"5",26,24,2,14,12,6,5,15,2,7,16
"6",14,2,15,24,16,3,19,3,20,8,26
"7",6,7,5,6,20,8,10,5,9,5,7
"8",10,11,12,19,26,26,6,2,16,25,17
"9",13,17,9,3,19,23,13,27,4,18,27
"10",27,6,27,5,11,27,17,14,14,10,20
"11",7,9,25,16,7,5,4,22,11,16,25
"12",3,15,7,12,2,2,18,11,7,27,14
"13",15,5,1,25,9,21,11,17,13,21,1
"14",8,21,8,27,18,11,1,13,27,17,12
"15",11,4,13,4,4,7,25,16,26,19,18
"16",9,23,18,1,27,13,20,18,12,1,15
"17",24,12,19,2,17,4,8,8,18,20,4
"18",19,1,16,9,14,15,2,24,5,26,10
"19",17,27,11,18,23,1,16,23,15,11,3
"20",16,16,21,11,22,20,3,10,25,3,23
"21",2,20,14,8,5,25,7,20,19,9,5
"22",20,14,24,21,3,10,12,26,23,4,9
"23",12,18,22,10,10,12,27,1,3,14,2
"24",18,26,17,26,1,19,9,6,10,13,19
"25",22,10,10,17,6,24,23,7,6,2,11
"26",4,13,3,20,13,16,26,25,17,6,22
"27",23,19,20,23,21,9,24,19,8,24,21
