"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",7,1,7,1,20,25,12,26,9,15,13,25,12,14,16,1,23,21,21
"2",13,6,5,24,5,18,20,7,12,3,9,24,22,13,3,25,7,10,18
"3",1,27,9,21,9,8,27,15,16,27,23,20,18,16,12,15,26,15,27
"4",3,10,14,25,26,3,23,19,6,8,5,16,13,20,26,10,3,13,9
"5",2,2,27,15,8,27,1,17,17,9,20,11,16,15,18,19,9,5,2
"6",22,22,21,23,21,11,7,25,14,13,21,12,10,23,4,23,4,22,22
"7",5,20,6,26,10,22,5,14,20,20,6,14,5,3,7,8,11,25,10
"8",20,4,3,18,23,9,24,8,15,14,19,13,2,7,5,4,19,6,5
"9",14,14,11,14,27,24,14,1,27,21,27,27,9,25,10,14,1,1,14
"10",23,11,18,20,4,14,16,23,24,23,17,22,25,8,21,3,6,19,7
"11",8,8,23,3,19,7,19,12,21,5,24,5,21,11,9,7,8,26,15
"12",15,26,26,17,15,10,2,3,2,2,14,26,7,6,22,5,12,14,17
"13",25,9,20,6,11,15,9,16,23,7,4,19,6,17,2,9,24,8,25
"14",18,21,15,5,6,20,21,10,11,6,22,21,4,24,25,16,18,24,6
"15",26,24,8,2,7,4,10,6,13,18,10,4,15,18,13,6,2,11,3
"16",9,16,1,4,12,13,17,18,4,22,18,7,3,9,23,21,5,7,24
"17",27,7,17,27,17,19,11,13,10,19,25,3,14,4,27,27,25,12,13
"18",10,19,22,22,14,21,18,9,8,16,2,8,26,27,15,2,17,3,23
"19",21,15,10,16,13,12,15,27,1,1,1,9,17,10,11,18,27,27,1
"20",24,18,13,9,24,26,26,4,19,10,8,10,19,2,19,17,10,18,26
"21",12,25,2,13,22,17,6,22,25,4,16,2,23,21,20,11,21,9,11
"22",11,23,24,8,18,5,22,24,22,17,7,23,11,5,14,26,16,4,8
"23",17,13,12,10,1,1,4,20,7,11,26,15,27,1,8,12,15,2,20
"24",16,5,25,12,3,23,25,21,3,26,11,1,8,22,6,13,13,16,12
"25",19,3,4,11,16,6,3,11,18,25,3,18,20,26,24,20,14,23,16
"26",4,17,19,7,25,16,8,5,5,24,15,17,24,12,1,22,20,17,4
"27",6,12,16,19,2,2,13,2,26,12,12,6,1,19,17,24,22,20,19
