"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",4,20,20,22,21,23,17,26,13,4,22,8,9,9,16,18,7,4,5,21,19
"2",9,23,10,11,10,4,21,20,2,2,5,4,24,22,8,13,13,11,21,22,8
"3",13,10,15,16,1,27,18,14,10,11,27,27,27,16,17,15,27,27,16,27,27
"4",24,19,9,13,19,18,23,8,3,6,10,22,13,5,22,24,5,21,23,10,22
"5",20,8,3,21,5,13,20,23,8,14,7,23,5,7,6,16,20,5,6,4,9
"6",22,16,17,8,13,5,16,5,19,3,18,21,19,6,3,4,24,9,3,18,24
"7",6,12,8,20,16,17,7,7,1,26,26,25,17,25,2,8,6,6,12,13,13
"8",5,15,16,17,26,15,26,11,16,23,11,2,22,2,23,11,26,8,14,2,3
"9",3,18,2,4,24,24,25,16,25,15,12,20,4,19,5,6,17,17,17,24,15
"10",27,21,11,18,4,16,6,10,27,1,23,3,3,20,26,12,21,14,11,12,12
"11",18,9,14,15,27,1,8,13,9,21,8,1,2,18,9,14,2,19,1,19,26
"12",1,25,18,10,6,14,11,15,21,10,15,24,18,17,10,27,3,20,2,1,4
"13",8,7,23,6,18,22,5,6,4,5,4,13,8,11,12,9,23,24,9,7,10
"14",15,14,12,26,20,9,1,27,15,7,14,14,12,27,1,23,25,23,26,16,2
"15",12,13,5,5,9,6,24,3,17,25,25,9,7,10,18,22,11,26,7,17,6
"16",14,11,26,2,2,7,27,17,12,8,13,15,10,26,27,2,4,7,13,6,17
"17",11,22,21,12,17,2,10,18,22,27,2,26,6,13,20,19,22,3,24,14,18
"18",10,5,24,23,11,20,19,4,23,19,16,5,11,21,7,25,16,12,22,5,25
"19",7,4,4,24,14,8,3,12,24,9,6,17,23,4,25,21,9,13,10,25,16
"20",17,26,1,1,25,11,2,2,11,13,21,12,26,15,13,17,15,2,18,3,20
"21",26,6,22,19,22,3,22,22,26,16,24,16,25,12,11,10,8,22,19,9,11
"22",19,24,6,25,15,21,15,21,18,22,3,11,20,24,19,3,14,25,4,8,21
"23",21,1,13,14,8,26,14,1,20,12,1,10,14,14,15,7,1,1,27,20,1
"24",2,3,7,9,7,10,9,25,7,17,20,7,15,8,21,5,19,18,25,11,23
"25",23,2,19,7,23,19,13,19,5,20,19,18,16,23,24,26,18,10,8,23,7
"26",25,17,25,3,3,25,4,24,14,24,9,6,21,3,4,20,10,15,15,15,14
"27",16,27,27,27,12,12,12,9,6,18,17,19,1,1,14,1,12,16,20,26,5
