"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",15,9,1,11,10,16,1,7,16,1,27,4,7,9,16
"2",2,22,26,13,25,15,5,1,20,10,13,14,19,2,21
"3",4,1,5,26,1,11,16,18,22,7,17,13,11,25,15
"4",13,17,22,16,11,9,22,27,25,2,11,27,22,20,18
"5",11,15,20,23,23,23,4,21,24,22,24,12,4,14,6
"6",26,25,18,17,26,17,18,16,5,4,18,3,14,18,2
"7",20,12,9,2,22,5,26,4,23,6,4,10,16,13,10
"8",16,2,21,8,21,12,23,19,4,23,15,8,26,3,17
"9",6,16,23,3,4,25,10,22,9,8,5,5,13,7,13
"10",18,21,25,7,7,7,24,8,12,13,25,15,8,26,5
"11",8,7,19,5,20,2,11,12,8,5,19,21,2,17,24
"12",5,19,7,20,18,6,8,6,6,19,22,6,23,22,11
"13",3,27,15,10,19,18,25,17,15,25,2,22,6,23,14
"14",14,13,13,1,12,27,14,13,19,27,20,1,21,27,27
"15",19,26,14,24,6,4,2,20,13,12,7,9,25,15,25
"16",9,24,3,6,5,21,15,11,27,15,14,20,27,11,3
"17",22,8,4,9,24,22,6,25,10,11,9,16,20,24,8
"18",10,3,17,12,8,13,3,3,3,20,6,25,15,19,4
"19",7,6,12,15,14,3,19,26,18,17,10,2,5,4,1
"20",1,11,10,19,9,20,27,24,2,14,26,17,17,12,23
"21",25,18,6,14,3,24,21,2,7,21,12,11,3,16,20
"22",24,23,8,4,15,10,7,23,21,18,21,24,10,5,19
"23",27,10,27,18,2,1,9,15,17,26,16,19,18,10,9
"24",23,4,24,21,16,19,12,10,26,16,3,7,9,21,22
"25",12,14,2,22,27,8,17,9,11,24,8,26,12,8,26
"26",21,5,16,25,17,26,20,5,14,9,23,23,24,6,12
"27",17,20,11,27,13,14,13,14,1,3,1,18,1,1,7
