"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",8,24,2,17,18,22,22,22,18
"2",3,7,15,18,9,1,7,23,11
"3",15,21,21,27,14,13,1,27,13
"4",22,9,1,21,4,10,3,12,16
"5",5,6,22,20,25,19,17,3,15
"6",1,13,7,13,12,27,8,6,21
"7",25,17,26,22,16,24,9,16,22
"8",4,16,8,1,7,8,25,17,14
"9",14,8,3,7,15,12,23,1,25
"10",9,11,24,8,5,23,18,25,9
"11",24,10,23,3,13,6,12,4,5
"12",20,14,18,19,22,9,26,21,1
"13",16,2,25,15,2,4,21,15,20
"14",7,1,10,10,17,14,2,10,2
"15",10,12,9,25,27,7,11,18,24
"16",2,27,27,12,21,11,13,14,6
"17",23,26,11,9,11,5,16,24,23
"18",18,5,16,2,20,20,6,20,26
"19",11,20,19,6,23,3,4,8,19
"20",17,18,6,24,19,2,19,5,8
"21",6,23,17,23,3,15,15,9,27
"22",19,25,12,16,6,21,5,2,7
"23",13,19,4,5,1,18,10,19,3
"24",21,22,14,4,26,26,20,11,12
"25",26,3,5,14,24,16,14,26,10
"26",12,4,13,26,10,25,24,13,4
"27",27,15,20,11,8,17,27,7,17
