"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,2,3,3,2,2,3,2,2
"2",2,3,2,3,1,3,3,2,2
"3",2,2,3,3,3,1,3,1,1
"4",1,1,3,1,2,2,1,1,3
"5",2,3,1,2,3,2,3,3,3
"6",1,2,2,2,3,3,1,1,3
"7",3,1,2,3,1,1,3,1,3
"8",2,2,1,1,2,1,2,1,3
"9",3,1,1,2,3,3,3,1,2
"10",1,1,2,2,2,3,3,3,1
"11",1,2,2,3,1,2,2,3,3
"12",3,1,2,1,1,1,2,2,1
"13",3,3,2,3,3,3,1,3,1
"14",1,3,2,3,2,1,1,1,2
"15",1,1,1,2,2,1,1,2,1
"16",2,1,2,2,3,2,2,1,1
"17",3,1,3,2,1,2,1,1,2
"18",1,3,3,1,3,2,3,2,1
"19",3,2,1,1,3,2,1,2,2
"20",1,3,1,2,1,2,1,3,2
"21",3,2,2,1,1,3,3,3,2
"22",2,1,1,3,3,1,2,3,2
"23",2,3,3,2,2,3,2,1,2
"24",2,1,2,1,2,2,3,2,3
"25",3,3,1,3,2,3,2,2,3
"26",3,3,1,1,2,2,2,3,1
"27",2,3,2,1,3,1,1,2,2
"28",2,1,3,3,1,3,1,2,3
"29",2,1,1,1,1,3,1,3,3
"30",2,2,3,1,2,3,1,3,1
"31",3,2,2,2,2,1,1,3,3
"32",1,2,1,3,3,3,2,2,1
"33",1,1,3,1,3,1,2,3,2
"34",3,3,1,2,2,1,3,2,1
"35",3,2,3,2,3,3,2,2,3
"36",2,2,3,2,1,1,3,3,1
"37",3,1,3,3,2,2,2,3,2
"38",1,3,2,1,1,3,2,1,1
"39",1,3,3,2,1,1,2,2,3
"40",2,2,1,3,1,2,1,1,1
"41",3,3,3,3,3,2,3,1,3
"42",1,2,1,1,1,1,3,1,2
