"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,2,2,1,2,2,1,2
"2",1,1,2,3,2,1,2,1
"3",1,1,1,2,3,2,3,1
"4",1,2,2,3,3,1,3,2
"5",3,3,1,2,2,2,3,2
"6",2,1,1,1,2,1,3,1
"7",2,3,2,3,3,2,1,1
"8",3,3,3,3,2,1,1,2
"9",2,2,3,2,1,1,1,1
"10",2,2,1,1,3,3,3,3
"11",2,1,2,2,1,2,3,3
"12",1,3,2,3,2,3,3,3
"13",3,3,2,3,1,2,2,3
"14",3,1,2,2,1,3,2,2
"15",3,3,2,1,3,1,3,1
"16",3,2,1,2,2,2,1,1
"17",1,2,2,2,1,3,3,1
"18",3,2,1,1,1,3,2,2
"19",1,1,3,1,2,3,1,1
"20",2,2,1,3,1,1,2,1
"21",3,2,1,3,2,1,3,3
"22",3,1,3,1,2,1,2,3
"23",2,1,1,3,3,3,2,2
"24",1,1,1,2,2,3,1,3
"25",1,1,1,1,1,2,2,3
"26",2,3,3,2,1,3,1,3
"27",1,3,3,1,1,2,3,2
"28",1,3,1,3,1,2,1,2
"29",3,2,2,3,3,3,1,3
"30",3,1,3,3,1,2,3,1
"31",2,3,1,2,3,1,2,3
"32",3,1,2,2,3,1,1,2
"33",3,2,3,1,3,2,2,1
"34",1,2,3,2,3,2,2,3
"35",2,2,3,3,2,3,3,2
"36",1,3,3,2,2,1,2,2
"37",3,3,3,2,3,3,2,1
"38",1,2,2,1,1,1,1,3
"39",2,1,3,1,1,1,3,2
"40",1,3,1,1,3,3,1,2
"41",2,1,3,3,3,2,1,3
"42",2,3,2,1,2,3,2,1
