"","V1","V2","V3","V4","V5","V6"
"1",3,1,1,3,2,2
"2",1,1,2,1,2,3
"3",1,3,2,1,1,3
"4",2,1,3,3,2,1
"5",1,2,3,3,2,3
"6",3,2,1,1,1,3
"7",2,2,2,2,1,3
"8",1,2,1,3,3,1
"9",2,1,2,3,3,3
"10",1,1,2,3,1,2
"11",1,1,1,2,2,1
"12",1,3,1,2,3,3
"13",2,1,1,1,3,2
"14",3,2,3,1,3,3
"15",2,2,2,2,2,2
"16",2,3,1,2,2,1
"17",3,1,2,3,3,1
"18",3,3,2,3,2,3
"19",1,2,1,1,1,2
"20",1,3,3,2,1,1
"21",2,3,2,1,3,1
"22",2,3,1,1,2,3
"23",2,2,1,3,3,3
"24",3,3,3,2,2,3
"25",3,2,3,2,3,1
"26",2,2,1,3,1,1
"27",1,2,2,2,3,2
"28",1,3,1,3,2,2
"29",2,3,3,1,1,2
"30",1,2,3,1,2,1
"31",1,1,3,2,3,2
"32",3,1,3,1,2,2
"33",3,2,2,1,2,1
"34",2,1,3,2,1,3
"35",2,1,3,1,1,1
"36",1,3,2,3,1,1
"37",2,3,3,3,3,2
"38",3,3,1,2,1,2
"39",3,1,1,2,3,3
"40",3,1,2,2,1,1
"41",3,3,2,1,3,2
"42",3,2,3,3,1,2
