"","V1","V2","V3","V4","V5","V6","V7"
"1",2,2,3,1,3,2,3
"2",3,2,2,2,2,2,1
"3",3,3,3,2,1,1,3
"4",3,1,3,3,2,2,3
"5",1,3,3,2,2,3,3
"6",1,3,3,1,3,1,1
"7",2,1,1,2,1,2,3
"8",2,1,1,1,3,2,2
"9",2,2,3,2,2,1,2
"10",2,3,1,1,2,1,2
"11",1,1,3,3,3,2,2
"12",1,1,2,3,1,2,1
"13",2,3,3,3,1,2,2
"14",3,2,1,3,1,3,3
"15",1,2,2,2,1,3,2
"16",3,1,1,2,2,3,2
"17",2,3,2,3,3,3,1
"18",1,3,2,3,2,1,2
"19",1,1,3,2,1,1,1
"20",2,3,2,1,2,3,3
"21",1,2,2,2,3,2,3
"22",2,2,2,3,3,1,3
"23",3,1,2,1,2,1,3
"24",1,3,1,2,3,1,1
"25",1,2,3,1,1,1,3
"26",1,1,2,1,2,3,2
"27",1,2,1,3,3,3,2
"28",3,2,1,3,1,1,2
"29",2,1,2,3,1,3,3
"30",2,2,2,1,1,1,1
"31",1,2,1,1,2,2,1
"32",3,3,3,1,3,3,2
"33",3,2,1,1,3,3,1
"34",3,1,2,2,3,1,2
"35",3,3,1,2,3,2,3
"36",1,3,1,3,2,2,3
"37",3,3,2,1,1,2,2
"38",2,1,1,3,2,1,1
"39",3,2,3,3,2,3,1
"40",2,1,3,2,3,3,1
"41",2,3,1,2,1,3,1
"42",3,1,3,1,1,2,1
