"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,3,2,2,1,3,1,2,3,1,3,2,1
"2",2,3,1,3,1,1,1,1,2,2,3,1,3
"3",1,3,2,1,2,1,1,2,1,1,2,1,1
"4",2,3,1,2,1,2,1,3,3,1,1,3,2
"5",2,2,2,1,1,1,2,3,3,2,3,1,1
"6",1,1,3,2,2,2,3,3,3,3,2,1,1
"7",3,1,1,1,1,2,2,1,1,1,2,1,2
"8",1,3,3,2,1,2,2,1,1,2,1,2,1
"9",1,2,1,2,3,1,2,1,3,3,2,3,1
"10",1,1,1,2,2,1,2,2,2,1,1,1,3
"11",2,2,1,1,2,3,3,3,1,3,1,2,1
"12",2,2,3,3,1,3,3,2,1,3,1,1,2
"13",3,2,3,2,2,2,3,1,1,1,3,3,3
"14",3,1,1,2,1,3,2,2,2,3,1,3,1
"15",1,1,3,2,2,3,1,2,3,2,3,3,3
"16",3,2,2,2,3,1,1,3,1,2,1,1,3
"17",3,2,3,3,3,2,2,2,3,1,2,1,3
"18",3,3,2,3,2,1,3,1,2,3,2,2,1
"19",2,1,2,3,3,1,3,2,1,2,1,3,2
"20",1,2,2,3,2,3,2,1,3,1,1,2,2
"21",1,3,3,3,2,1,2,3,2,1,3,3,2
"22",1,3,1,3,1,2,3,2,3,2,2,2,3
"23",1,2,1,1,3,3,1,3,2,2,2,2,3
"24",2,1,3,2,1,1,2,3,1,3,2,2,3
"25",2,3,1,1,2,2,2,2,1,3,3,3,3
"26",3,1,2,3,1,3,3,3,2,1,2,3,3
"27",2,2,1,2,3,3,3,2,2,1,3,1,1
"28",3,3,1,3,3,3,2,3,3,3,3,2,2
"29",2,1,2,1,2,2,1,1,3,3,1,1,3
"30",2,3,3,1,3,3,3,1,2,2,2,2,3
"31",3,3,3,1,2,3,2,3,2,2,1,1,2
"32",3,3,2,1,3,2,3,2,3,2,1,3,1
"33",2,3,2,2,3,3,1,1,1,3,2,3,2
"34",1,2,2,3,1,2,1,3,2,3,3,1,2
"35",3,1,1,2,2,1,3,1,3,2,3,2,2
"36",1,1,2,1,3,2,3,3,1,1,3,2,2
"37",1,2,2,1,1,1,3,1,2,3,1,3,3
"38",1,1,3,3,3,3,2,1,1,2,3,1,1
"39",3,1,3,1,3,1,1,2,2,3,3,2,2
"40",2,2,3,1,1,1,1,2,3,1,2,3,2
"41",2,1,3,3,3,2,1,1,2,1,1,2,1
"42",3,2,1,3,2,2,1,3,1,2,2,3,1
