"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,2,3,2,2,1,1,1,2,3,3,1
"2",2,3,2,3,3,3,2,2,1,1,3,2
"3",1,1,1,1,2,1,1,2,3,2,2,2
"4",3,2,3,1,2,3,1,2,1,3,3,2
"5",3,1,1,2,3,1,2,1,2,2,1,2
"6",1,1,2,1,1,1,3,2,1,3,1,2
"7",1,3,3,1,3,2,2,2,2,2,1,3
"8",1,1,1,2,2,2,2,3,1,2,3,3
"9",3,2,1,3,1,2,1,2,3,1,1,2
"10",2,1,1,3,2,1,3,1,2,1,3,3
"11",2,3,1,2,1,2,1,1,3,2,3,3
"12",1,2,3,3,1,3,2,1,1,1,1,2
"13",3,3,2,1,1,1,3,1,1,2,2,1
"14",2,1,3,3,1,2,1,2,1,2,2,1
"15",3,3,2,2,1,3,1,1,3,3,2,2
"16",3,1,3,2,3,2,3,1,1,3,2,3
"17",2,2,1,1,3,2,1,1,1,1,1,1
"18",2,1,3,1,1,2,2,3,2,3,3,1
"19",3,1,2,2,3,2,3,2,3,1,3,1
"20",2,1,2,3,2,3,1,3,3,2,1,3
"21",1,3,2,3,3,1,1,2,2,1,2,3
"22",1,2,2,2,1,1,2,3,3,1,3,1
"23",1,2,2,1,3,3,3,1,3,2,3,2
"24",1,3,1,3,1,2,3,3,2,3,3,2
"25",2,2,3,1,2,2,3,1,3,1,2,3
"26",3,3,2,1,2,2,1,3,2,1,1,1
"27",3,2,1,3,2,1,2,3,1,3,2,3
"28",2,2,2,1,3,1,1,3,1,3,3,3
"29",1,3,1,2,2,3,3,2,1,2,2,1
"30",2,3,3,2,2,1,3,3,1,1,1,2
"31",3,2,2,2,1,3,3,3,2,2,1,3
"32",2,3,3,2,1,1,2,2,3,3,1,3
"33",1,1,3,2,3,3,1,3,2,1,2,2
"34",3,1,1,1,1,3,2,2,2,1,2,3
"35",2,3,1,1,3,3,2,3,3,3,2,1
"36",2,2,1,3,3,3,3,2,2,3,1,1
"37",3,3,3,3,2,3,2,1,2,2,3,1
"38",3,2,3,3,3,1,3,3,3,2,2,2
"39",1,1,2,3,2,2,2,1,3,3,1,1
