"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,1,2,1,2,3,1,1,2,3,2
"2",3,2,2,3,3,2,2,1,3,3,1
"3",2,3,3,1,2,2,1,1,3,2,1
"4",1,2,3,2,2,3,2,3,1,1,1
"5",1,3,3,1,2,3,2,2,1,3,3
"6",1,1,3,3,1,1,3,1,2,2,2
"7",1,1,3,2,1,2,1,3,2,3,1
"8",3,1,1,3,2,2,3,1,1,2,1
"9",3,2,3,1,1,1,3,2,3,1,1
"10",1,2,1,3,1,2,1,2,1,3,2
"11",1,2,1,2,2,1,3,2,3,2,3
"12",2,3,3,3,1,2,2,3,2,2,3
"13",3,2,2,1,2,1,1,3,1,2,2
"14",2,1,1,2,3,1,2,1,1,3,2
"15",1,3,2,2,1,2,3,1,1,1,3
"16",1,3,1,1,1,1,2,3,3,3,2
"17",3,3,3,2,3,2,1,3,1,2,2
"18",2,1,3,1,3,3,3,2,1,2,2
"19",1,3,2,1,3,1,2,1,2,2,1
"20",3,3,1,1,3,2,1,2,3,1,3
"21",2,3,2,3,2,3,1,1,3,1,2
"22",2,2,1,2,1,1,1,1,2,1,1
"23",3,2,3,2,3,3,3,1,2,1,3
"24",3,2,2,1,2,2,3,3,2,3,3
"25",1,2,3,3,3,2,2,2,3,1,2
"26",3,1,2,3,1,3,2,2,1,1,3
"27",2,3,2,3,2,1,3,2,1,3,1
"28",2,1,2,1,1,2,3,3,3,1,2
"29",3,1,2,2,1,3,1,2,3,2,1
"30",3,3,1,3,2,1,2,3,2,1,2
"31",2,1,1,1,3,2,2,2,2,1,1
"32",2,2,1,1,1,3,2,1,1,2,3
"33",1,1,2,2,3,1,1,3,1,1,3
"34",2,2,3,3,3,1,1,2,2,3,3
"35",2,1,1,3,2,3,1,3,3,2,3
"36",3,3,1,2,1,3,3,2,2,3,2
"37",3,1,3,2,2,1,2,1,3,3,3
"38",1,2,1,3,3,3,3,3,2,2,1
"39",2,3,2,2,3,3,3,3,3,3,1
