"","V1","V2","V3","V4","V5","V6"
"1",2,2,1,1,3,1
"2",3,2,1,2,3,3
"3",3,3,2,2,3,1
"4",2,2,3,3,3,1
"5",1,1,2,2,1,3
"6",2,2,2,2,2,2
"7",1,3,1,2,2,3
"8",2,3,1,3,3,2
"9",3,1,1,2,1,2
"10",2,3,1,2,1,1
"11",3,3,1,1,2,2
"12",1,1,1,2,3,2
"13",2,2,1,1,1,3
"14",1,3,2,1,1,2
"15",2,3,3,3,2,3
"16",2,1,2,3,1,1
"17",1,3,2,3,2,1
"18",3,2,3,1,3,2
"19",1,2,3,2,1,1
"20",3,2,3,3,1,3
"21",2,1,1,3,2,3
"22",3,1,2,3,3,2
"23",1,1,2,1,3,1
"24",3,1,3,2,2,1
"25",2,3,2,1,3,3
"26",1,3,3,2,3,2
"27",1,2,1,3,1,2
"28",1,2,2,3,3,3
"29",2,1,3,1,1,2
"30",3,3,2,2,1,3
"31",2,3,3,1,2,1
"32",3,1,2,1,2,3
"33",1,2,3,1,2,3
"34",3,2,1,3,2,1
"35",3,3,3,3,1,2
"36",2,1,3,2,3,3
"37",3,2,2,1,1,1
"38",1,1,1,1,2,1
"39",1,1,3,3,2,2
