"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,1,1,2,1,1,2,2,1
"2",2,2,3,3,3,3,3,1,2
"3",2,1,2,3,3,2,1,1,1
"4",3,1,1,3,2,3,2,3,1
"5",1,1,2,2,2,1,1,1,2
"6",1,3,1,3,2,1,2,3,2
"7",2,2,2,1,1,1,3,3,1
"8",3,3,1,1,2,2,1,2,1
"9",1,2,1,3,2,2,3,1,1
"10",2,1,1,1,3,1,3,1,2
"11",1,2,2,3,3,1,1,2,1
"12",3,2,2,1,1,3,1,3,2
"13",1,2,3,3,1,2,2,3,2
"14",2,3,3,3,2,1,3,2,3
"15",3,1,3,2,3,1,1,3,2
"16",3,2,1,3,1,1,3,2,3
"17",3,1,2,1,2,3,3,2,2
"18",2,3,1,3,1,3,1,2,2
"19",1,2,1,2,1,3,1,2,3
"20",1,1,2,1,3,3,2,3,3
"21",3,3,3,2,1,2,1,1,2
"22",3,3,2,3,3,2,3,3,1
"23",1,3,2,2,2,3,3,2,3
"24",1,1,3,1,1,2,2,2,1
"25",3,1,3,3,2,2,1,2,3
"26",2,1,2,3,1,3,2,1,3
"27",1,2,3,1,2,3,1,1,1
"28",1,1,1,2,3,2,3,3,2
"29",3,2,3,2,3,3,3,2,1
"30",2,3,2,2,3,1,1,3,3
"31",2,1,3,2,1,2,3,3,3
"32",1,3,2,1,1,2,3,1,3
"33",3,2,3,1,2,1,2,1,3
"34",2,3,1,1,3,3,2,1,2
"35",1,3,3,1,3,1,2,2,2
"36",2,2,1,1,2,2,1,3,3
"37",2,3,3,2,2,3,2,3,1
"38",3,2,1,2,3,2,2,1,3
"39",3,3,2,2,1,1,2,1,1
