"","V1","V2","V3","V4","V5","V6","V7"
"1",3,1,2,2,2,1,1
"2",2,1,1,2,1,3,1
"3",1,3,3,2,1,3,2
"4",1,1,3,3,2,2,1
"5",1,2,2,3,1,3,1
"6",3,1,3,2,3,2,3
"7",3,3,2,1,1,3,2
"8",2,1,2,1,3,3,3
"9",2,3,1,3,3,3,2
"10",1,1,3,1,1,2,2
"11",2,1,1,1,2,1,2
"12",1,1,2,2,1,1,3
"13",3,3,2,3,3,2,1
"14",3,2,1,3,1,2,2
"15",2,1,3,3,1,1,2
"16",3,3,1,2,2,1,3
"17",1,3,1,3,2,2,2
"18",1,2,3,1,3,2,3
"19",1,3,2,1,2,1,1
"20",2,2,3,3,3,1,1
"21",2,1,1,3,3,2,3
"22",2,3,1,1,1,2,3
"23",1,2,1,3,3,1,3
"24",2,3,2,1,3,2,1
"25",1,3,3,2,3,1,2
"26",3,2,1,2,3,3,1
"27",3,2,2,1,3,1,2
"28",3,2,3,1,1,1,3
"29",3,1,3,3,2,3,2
"30",2,3,3,2,2,3,3
"31",3,2,2,3,2,3,3
"32",2,3,2,3,1,1,3
"33",1,2,1,2,1,1,1
"34",1,1,2,2,3,3,2
"35",2,2,2,2,2,2,2
"36",2,2,3,1,2,3,1
"37",3,1,1,1,2,2,1
"38",3,3,3,2,1,2,1
"39",1,2,1,1,2,3,3
