"","V1","V2","V3","V4","V5"
"1",2,1,2,1,3
"2",3,3,2,3,3
"3",1,2,3,1,3
"4",2,2,3,1,1
"5",3,3,2,1,1
"6",1,3,1,2,2
"7",3,1,2,2,1
"8",1,1,2,3,2
"9",2,3,1,2,1
"10",2,3,3,2,3
"11",1,2,2,2,3
"12",3,1,3,1,2
"13",3,2,3,3,2
"14",2,3,1,1,3
"15",3,2,1,1,2
"16",2,1,1,3,2
"17",2,2,3,2,1
"18",3,2,2,1,3
"19",2,3,1,3,2
"20",1,1,3,2,2
"21",2,1,3,3,3
"22",1,3,2,1,2
"23",1,2,2,2,1
"24",3,3,3,2,2
"25",3,1,1,2,3
"26",3,2,1,3,1
"27",2,1,2,3,1
"28",1,2,1,3,3
"29",1,3,3,3,1
"30",1,1,1,1,1
