"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3,3,3,2,2,3,1,3,3,2,3,2,3,1,3
"2",1,1,1,1,3,3,2,3,1,2,1,2,1,2,1
"3",1,2,1,3,2,3,2,1,3,3,3,2,2,3,1
"4",3,2,1,1,3,2,3,2,1,3,2,3,2,1,3
"5",2,1,3,2,3,2,3,3,3,3,3,3,2,2,1
"6",2,3,2,1,3,3,2,1,2,1,3,3,1,2,3
"7",2,1,1,3,1,2,1,3,2,2,2,3,3,3,2
"8",3,3,1,1,3,1,2,2,3,2,3,2,3,3,2
"9",2,2,3,2,3,1,3,3,2,1,2,1,3,3,1
"10",3,2,2,3,2,3,3,3,2,1,1,3,1,3,2
"11",2,2,1,2,3,1,1,1,3,2,1,3,1,1,2
"12",3,1,2,3,1,1,2,3,3,2,1,1,2,2,3
"13",1,2,3,1,2,2,2,1,3,1,1,1,3,2,2
"14",1,3,3,3,1,2,3,2,3,2,2,2,1,1,1
"15",1,3,1,2,1,1,3,1,3,1,2,3,2,2,2
"16",1,3,2,2,3,2,1,3,1,3,1,1,2,3,2
"17",2,3,2,3,2,1,2,2,1,3,1,3,3,1,1
"18",1,2,2,1,1,1,1,3,1,1,3,2,2,1,2
"19",2,1,3,3,3,3,2,1,1,1,2,1,2,1,2
"20",2,1,2,1,2,3,1,2,3,3,2,1,1,3,3
"21",3,2,3,1,1,3,1,2,2,3,1,3,2,2,1
"22",1,1,1,2,2,3,3,2,2,1,1,2,3,1,3
"23",3,1,2,2,1,2,1,1,2,1,3,2,3,3,1
"24",1,1,3,2,2,1,2,2,1,2,3,3,1,3,3
"25",3,1,2,1,2,1,3,1,2,2,2,1,1,1,1
"26",3,2,2,3,1,3,3,2,1,3,3,1,3,2,2
"27",3,3,1,3,2,2,1,2,1,1,2,1,1,2,1
"28",2,3,1,2,1,2,2,3,2,3,3,1,1,1,3
"29",2,3,3,1,1,2,3,1,1,2,1,2,2,3,3
"30",1,2,3,3,3,1,1,1,2,3,2,2,3,2,3
