"","V1","V2","V3","V4","V5","V6"
"1",3,1,2,3,3,2
"2",1,2,1,1,3,2
"3",2,3,3,2,2,3
"4",1,1,1,3,1,2
"5",3,2,3,2,2,1
"6",2,1,3,1,1,2
"7",3,1,1,1,2,1
"8",3,3,1,2,3,2
"9",1,1,3,2,3,1
"10",2,3,2,3,1,2
"11",1,3,1,2,2,1
"12",3,2,3,1,3,3
"13",3,1,2,2,1,3
"14",2,3,1,1,1,3
"15",1,2,2,3,2,1
"16",2,3,2,1,3,1
"17",1,2,3,2,1,3
"18",2,1,1,2,3,3
"19",2,1,2,2,1,1
"20",2,2,1,3,3,1
"21",2,1,3,3,2,3
"22",3,3,3,3,1,1
"23",1,3,3,1,2,2
"24",2,2,3,3,3,2
"25",3,2,1,3,2,3
"26",3,2,1,2,1,2
"27",1,2,2,1,1,1
"28",1,1,2,1,2,3
"29",1,3,2,3,3,3
"30",3,3,2,1,2,2
