"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,2,1,3,1,1,3,2
"2",1,3,1,3,2,3,2,3
"3",2,1,1,2,3,2,3,3
"4",3,2,1,1,3,1,2,2
"5",1,3,2,2,1,1,3,1
"6",1,2,3,3,2,1,1,3
"7",3,3,2,1,2,1,1,3
"8",1,3,1,2,3,2,1,2
"9",3,2,3,2,1,1,2,1
"10",2,1,3,2,2,1,1,1
"11",1,1,3,1,3,1,2,2
"12",3,3,2,3,2,2,2,2
"13",3,3,3,2,3,2,3,3
"14",1,1,1,3,1,2,2,1
"15",2,1,2,3,2,1,3,3
"16",1,1,2,2,2,3,3,2
"17",3,1,2,3,3,3,1,2
"18",2,1,1,1,1,2,1,3
"19",3,1,3,2,1,3,2,3
"20",1,2,2,2,1,3,1,2
"21",3,1,2,1,2,2,3,1
"22",2,2,2,1,3,3,2,3
"23",1,2,3,1,1,2,3,3
"24",3,2,1,2,2,3,1,1
"25",2,3,1,3,3,1,2,1
"26",2,3,1,1,1,3,3,2
"27",2,3,3,1,2,3,2,1
"28",1,2,2,1,3,2,1,1
"29",2,3,3,3,1,2,1,2
"30",2,2,3,3,3,3,3,1
