"","V1","V2","V3","V4","V5"
"1",5,1,2,4,4
"2",2,2,1,4,2
"3",1,2,4,5,4
"4",2,4,5,4,5
"5",5,3,1,3,1
"6",2,1,3,1,5
"7",5,5,3,3,3
"8",4,1,4,4,3
"9",3,3,3,5,3
"10",4,5,1,5,5
"11",2,2,4,2,1
"12",2,5,2,2,2
"13",4,4,3,1,2
"14",4,1,1,2,3
"15",3,1,3,5,1
"16",3,2,2,3,5
"17",1,3,1,2,4
"18",1,1,5,3,2
"19",5,4,4,2,5
"20",1,5,4,1,3
"21",1,3,3,3,5
"22",5,3,5,5,2
"23",4,5,4,4,1
"24",3,3,5,1,1
"25",4,2,5,2,4
"26",5,2,2,1,2
"27",3,4,1,1,4
"28",2,4,2,5,3
"29",3,5,5,3,4
"30",1,4,2,4,1
