"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,4,4,2,5,1,3,5,4
"2",4,3,4,3,5,2,5,1,1
"3",4,4,2,2,2,2,5,5,3
"4",4,3,5,2,3,4,1,4,1
"5",2,5,1,3,3,2,2,4,5
"6",4,4,4,5,1,2,2,2,4
"7",1,1,2,1,3,3,4,4,1
"8",3,1,5,1,1,2,3,3,2
"9",5,1,4,3,2,4,4,5,4
"10",2,5,4,2,1,5,4,3,2
"11",5,3,1,1,4,1,2,2,2
"12",2,2,1,2,4,4,5,2,4
"13",3,4,5,1,4,3,5,3,5
"14",2,2,2,5,2,1,1,3,1
"15",3,1,3,3,3,1,1,1,5
"16",1,3,3,4,1,1,5,4,4
"17",1,2,5,4,4,3,2,5,2
"18",3,3,1,3,1,5,1,5,3
"19",1,3,5,5,2,4,3,2,5
"20",4,2,3,1,5,5,2,4,5
"21",2,1,4,4,4,5,2,1,3
"22",5,5,2,4,5,4,1,3,4
"23",5,2,2,2,1,3,3,1,5
"24",5,5,5,4,3,1,4,2,3
"25",1,5,3,1,2,3,1,1,3
"26",3,4,1,4,2,4,4,1,1
"27",1,4,2,3,5,5,3,2,2
"28",3,1,1,5,5,2,4,4,3
"29",5,2,3,5,3,5,5,3,2
"30",4,5,3,5,4,3,3,5,1
