"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,5,4,4,4,2,1,3,1,3
"2",4,3,2,1,4,5,2,5,4,3
"3",4,2,4,4,5,1,4,2,5,4
"4",3,3,4,5,3,5,3,1,5,1
"5",3,5,3,1,2,1,2,4,5,2
"6",1,4,1,4,2,4,2,1,4,4
"7",1,3,4,1,1,2,3,2,4,5
"8",4,2,1,2,1,2,2,3,1,4
"9",5,4,1,3,4,1,4,3,4,1
"10",2,4,3,3,5,5,1,4,4,5
"11",3,1,5,5,4,4,2,3,2,5
"12",1,2,5,2,4,4,4,3,5,2
"13",1,4,3,2,1,4,4,4,2,1
"14",4,1,4,1,3,2,5,4,3,1
"15",5,5,4,2,3,4,1,5,3,4
"16",2,2,1,2,5,3,1,2,3,1
"17",1,1,2,5,5,1,3,5,3,3
"18",3,2,5,4,1,3,1,5,4,1
"19",5,4,5,1,5,3,3,1,2,3
"20",3,5,2,2,4,2,5,1,3,5
"21",2,5,2,5,1,3,5,3,5,3
"22",2,3,5,3,2,1,5,5,2,4
"23",2,1,2,1,3,5,4,2,2,4
"24",4,4,3,5,3,3,4,5,1,5
"25",2,1,3,3,3,1,2,1,1,2
"26",5,1,1,3,2,3,3,4,5,5
"27",3,3,1,4,5,4,5,4,1,2
"28",5,2,3,4,1,5,5,1,3,3
"29",4,5,5,3,2,5,3,2,1,2
"30",5,3,2,5,2,2,1,2,2,2
