"","V1","V2","V3","V4","V5","V6"
"1",2,2,4,3,1,2
"2",3,3,1,1,1,1
"3",3,1,5,2,4,2
"4",4,5,2,4,5,2
"5",4,3,5,5,5,4
"6",3,5,1,3,3,3
"7",5,2,3,5,3,1
"8",2,3,3,5,1,3
"9",4,4,4,2,2,1
"10",2,2,1,3,5,5
"11",1,2,5,1,2,3
"12",5,5,3,1,3,3
"13",3,5,4,5,2,5
"14",5,3,2,3,2,5
"15",1,4,3,4,4,5
"16",4,2,1,4,2,4
"17",1,3,3,2,5,1
"18",2,1,2,4,2,1
"19",1,1,4,4,3,4
"20",1,4,1,5,3,2
"21",3,1,2,5,4,3
"22",4,2,2,1,4,2
"23",5,1,4,3,5,3
"24",5,4,1,2,4,4
"25",5,4,5,4,1,2
"26",2,5,5,3,4,1
"27",2,4,4,1,5,4
"28",3,3,5,2,3,5
"29",1,5,2,2,1,4
"30",4,1,3,1,1,5
