"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",4,3,1,1,2,2,4,5
"2",5,4,5,4,3,4,4,1
"3",4,5,4,1,3,4,1,4
"4",2,5,5,2,2,1,4,3
"5",2,1,1,2,2,4,3,1
"6",1,1,4,4,3,3,4,5
"7",1,2,2,3,1,1,2,4
"8",5,3,2,3,2,5,1,1
"9",5,5,3,3,5,3,3,4
"10",5,4,3,5,2,1,3,5
"11",3,2,4,5,1,4,5,3
"12",3,3,5,3,5,2,5,5
"13",3,3,2,1,5,4,4,2
"14",5,1,2,2,4,3,5,4
"15",1,2,5,1,4,5,3,4
"16",5,2,4,2,4,2,2,2
"17",3,5,2,5,4,2,3,1
"18",3,4,4,2,1,5,2,5
"19",1,4,1,2,5,2,1,3
"20",3,1,3,1,3,1,1,3
"21",4,1,5,3,1,2,3,2
"22",2,4,3,1,1,3,5,1
"23",1,3,5,5,2,3,1,2
"24",4,5,1,4,1,3,2,3
"25",1,5,3,3,4,5,5,2
"26",4,1,3,5,5,5,2,3
"27",2,2,2,4,4,4,1,5
"28",4,2,1,4,3,1,5,2
"29",2,4,1,5,3,5,4,4
"30",2,3,4,4,5,1,2,1
