"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",2,2,3,2,1,3,3,3,1,1,2,3
"2",3,1,1,1,2,3,1,3,3,3,2,2
"3",1,3,2,1,2,2,1,3,2,1,1,3
"4",3,3,1,1,2,1,3,2,1,2,2,3
"5",3,3,3,3,1,3,2,3,2,3,3,1
"6",2,1,2,3,1,1,1,2,3,2,3,3
"7",2,3,3,2,2,1,1,1,3,1,2,1
"8",1,1,2,3,2,3,2,1,1,3,2,3
"9",2,1,1,1,3,3,3,2,2,1,3,1
"10",3,2,1,2,3,2,1,1,2,2,3,3
"11",2,2,1,3,1,2,1,2,1,3,1,1
"12",2,2,3,1,3,2,2,2,3,3,1,3
"13",3,1,2,2,3,1,2,3,1,2,1,1
"14",1,1,3,1,1,1,3,1,2,2,2,1
"15",1,3,3,2,3,3,1,2,1,2,3,2
"16",2,3,2,3,3,1,3,1,2,3,1,2
"17",1,2,1,3,3,1,2,3,2,1,2,2
"18",3,2,2,1,1,2,2,1,1,1,3,2
"19",1,3,1,2,1,3,2,1,3,2,1,2
"20",3,1,3,3,2,2,3,2,3,1,1,2
"21",1,2,2,2,2,2,3,3,3,3,3,1
