"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",2,1,2,2,1,1,1,3,1,1,1,3,3,2
"2",1,3,3,1,1,3,1,3,2,2,3,2,2,2
"3",3,2,1,1,1,1,1,2,2,2,2,1,1,1
"4",3,1,1,1,3,3,2,1,2,1,1,2,2,2
"5",1,3,2,1,1,2,2,1,3,1,2,3,1,1
"6",3,1,3,2,3,2,2,2,1,2,3,3,1,1
"7",1,1,2,3,2,3,2,3,2,3,1,1,2,1
"8",3,3,2,1,3,2,2,3,1,3,2,1,3,3
"9",3,2,2,3,1,3,3,1,1,2,2,3,2,3
"10",3,3,3,3,1,1,2,2,3,3,1,2,2,2
"11",2,1,3,3,3,2,1,1,3,2,2,1,3,2
"12",2,2,1,2,3,1,3,3,3,3,3,3,2,2
"13",2,2,3,1,2,3,3,2,3,2,1,3,3,1
"14",2,1,3,1,2,1,3,1,2,3,2,2,1,3
"15",3,2,2,3,2,3,1,3,3,1,3,2,1,3
"16",2,3,1,3,2,2,3,3,1,1,1,1,1,2
"17",1,3,2,3,3,1,3,2,2,1,2,2,3,1
"18",2,3,1,2,2,3,1,1,1,3,3,2,3,1
"19",1,2,3,2,2,1,2,1,1,1,3,1,2,3
"20",1,2,1,2,3,2,1,2,2,3,1,3,1,3
"21",1,1,1,2,1,2,3,2,3,2,3,1,3,3
