"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",1,3,2,1,2,1,2,1,1,3,1,2,1,2,3,1,1,1,2
"2",2,1,3,3,1,1,3,3,2,3,2,2,3,1,2,3,1,3,2
"3",2,3,2,2,3,2,3,1,3,1,3,2,3,2,1,1,1,3,1
"4",1,2,3,2,2,3,1,3,2,3,3,2,2,2,1,1,3,3,3
"5",3,2,1,2,1,1,1,1,3,3,1,1,2,2,3,2,2,3,2
"6",3,3,2,1,2,1,2,3,3,2,2,3,2,3,1,3,3,3,2
"7",3,3,1,1,2,3,3,2,1,1,1,2,2,1,2,2,2,3,3
"8",3,2,3,3,2,3,3,1,1,2,2,1,1,2,1,3,2,2,1
"9",3,1,2,3,1,2,1,3,1,2,1,2,3,2,2,1,3,1,1
"10",1,3,1,2,1,1,2,3,2,1,2,1,1,3,2,1,2,2,1
"11",3,3,2,2,3,3,1,2,2,3,2,1,3,3,2,3,1,1,3
"12",2,1,3,1,2,2,1,2,1,1,3,1,2,3,3,3,1,3,1
"13",1,2,1,1,1,2,1,1,2,1,3,3,3,1,1,3,2,1,2
"14",2,2,1,3,1,2,3,2,3,2,3,2,1,3,3,3,3,1,3
"15",2,1,1,3,3,2,2,1,2,3,1,3,2,3,1,1,2,2,3
"16",1,1,1,1,3,3,3,3,2,2,2,3,2,2,3,2,1,1,1
"17",1,1,2,3,2,3,2,1,3,1,2,1,3,1,3,2,3,2,3
"18",3,1,3,2,1,3,2,2,3,2,3,3,1,1,2,1,1,2,2
"19",1,2,3,2,3,1,3,2,1,1,1,3,3,3,2,2,3,2,2
"20",2,2,3,1,3,2,2,2,3,3,1,1,1,1,1,2,3,1,1
"21",2,3,2,3,3,1,1,3,1,2,3,3,1,1,3,2,2,2,3
