"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",1,1,3,2,2,1,3,2,2,2,3,3,1,1,1,1,1
"2",2,2,2,2,3,1,3,1,1,3,2,1,3,1,1,2,3
"3",1,3,2,2,2,3,2,3,1,1,1,1,2,2,1,1,1
"4",3,3,2,1,2,2,1,3,1,1,3,3,2,1,3,2,3
"5",3,2,2,2,1,2,1,2,2,3,1,3,1,3,1,3,3
"6",2,2,1,3,1,3,3,1,1,2,1,3,2,1,3,2,2
"7",2,3,3,3,3,2,2,2,3,1,3,3,3,2,1,3,2
"8",3,1,1,3,2,3,2,1,2,1,2,2,3,3,1,1,3
"9",2,2,3,1,1,3,3,3,2,2,3,1,2,3,2,1,3
"10",1,2,3,1,3,3,1,2,2,3,2,3,3,2,3,1,2
"11",1,3,1,3,1,2,2,3,3,3,2,2,1,1,2,1,3
"12",3,2,2,1,3,1,3,1,3,1,1,2,1,2,2,1,2
"13",1,1,3,3,3,1,1,3,1,2,1,2,2,2,2,3,3
"14",2,2,3,3,2,1,1,2,3,1,2,1,1,3,3,2,1
"15",1,1,1,1,1,2,1,1,3,2,3,1,2,2,1,2,2
"16",3,3,1,3,2,1,3,2,2,3,3,1,2,2,3,3,2
"17",1,1,2,2,1,2,3,2,1,1,2,2,3,3,3,3,1
"18",3,3,3,1,1,2,2,1,2,2,1,2,3,1,2,3,1
"19",2,1,1,1,2,1,2,3,3,3,1,3,3,3,2,2,1
"20",3,1,2,2,3,3,2,3,3,2,2,1,1,1,3,3,2
"21",2,3,1,2,3,3,1,1,1,3,3,2,1,3,2,2,1
