"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,3,3,3,3,2,2,1,1
"2",1,2,3,3,2,1,3,3,2
"3",2,2,1,2,1,1,1,1,3
"4",1,1,2,3,1,3,2,2,3
"5",3,3,2,2,3,3,3,2,1
"6",2,3,2,2,1,3,1,3,2
"7",1,1,1,2,3,2,3,2,2
"8",3,1,3,1,1,2,2,3,2
"9",2,3,3,1,1,1,3,2,2
"10",3,2,1,3,1,2,3,3,1
"11",2,2,3,1,3,3,1,3,3
"12",3,2,1,1,3,1,2,2,1
"13",1,2,2,1,1,2,1,1,1
"14",3,2,3,2,2,3,3,1,3
"15",1,3,2,2,3,1,2,3,3
"16",3,1,2,3,3,1,1,1,2
"17",2,1,2,1,2,2,3,1,3
"18",2,1,1,3,2,3,2,3,1
"19",1,1,3,2,2,1,1,2,1
"20",3,3,1,3,2,2,1,2,3
"21",1,3,1,1,2,3,2,1,2
