"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3,2,2,3,3,1,1,2,2,1,2,3,1,1,3
"2",2,3,1,1,2,1,1,2,1,2,3,3,2,3,3
"3",2,2,1,1,3,3,1,1,3,3,2,2,2,1,1
"4",2,2,3,2,1,1,3,1,3,3,1,3,1,2,2
"5",1,3,2,1,2,3,2,1,1,1,1,3,1,2,1
"6",3,2,3,2,3,3,3,1,1,2,2,2,3,3,3
"7",3,1,1,2,2,3,2,3,2,3,1,3,2,3,3
"8",1,1,3,2,2,1,1,2,1,3,2,1,3,2,1
"9",1,1,3,3,1,3,2,2,3,2,3,3,2,1,2
"10",2,1,1,3,2,1,2,1,1,1,1,2,3,1,2
"11",2,3,3,3,2,3,1,3,3,1,2,1,1,3,2
"12",1,2,1,2,3,2,3,3,3,1,3,3,3,2,2
"13",2,1,3,1,1,2,1,3,2,1,3,2,3,2,3
"14",3,3,2,1,2,3,3,2,2,3,3,1,3,1,2
"15",3,2,2,2,1,1,2,1,2,1,3,1,2,3,1
"16",1,1,2,1,3,2,2,2,3,2,1,1,1,3,3
"17",3,3,2,3,1,2,1,2,3,2,1,2,3,2,1
"18",1,3,3,2,3,1,3,3,2,2,1,2,2,1,1
"19",1,3,1,3,1,2,3,1,2,3,2,1,2,2,3
"20",2,1,2,3,3,2,3,3,1,3,3,2,1,3,1
"21",3,2,1,1,1,2,2,3,1,2,2,1,1,1,2
